Region;Country;City/station;concentrationPM10;YearPM10;AnnualmeanPM25;Yearpm25;nbLocations;Temporal coverage;Reference;Latitude;Longitude;convertedPM10;convertedPM25;yearMerged;version
EurHI;Switzerland;Zürich;20;2011;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;United Kingdom;Aberdeen;14;2011;8;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Belfast;;;14;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Birmingham;23;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Bournemouth;;;9;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Brighton and Hove;;;12;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Bristol;20;2010;15;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2010;2014
EurHI;United Kingdom;Chesterfield;22;2011;14;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Derry;19;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;United Kingdom;Eastbourne;;;16;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Edinburgh;15;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Glasgow;17;2011;10;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Kingston-upon-Hull;17;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Leeds;21;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Leicester;17;2011;14;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Liverpool;16;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;London;22;2011;16;2011;3 background stations;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Manchester;;;14;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Newcastle upon Tyne;20;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Newport;18;2011;12;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;United Kingdom;Northampton;;;10;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Norwich;20;2011;14;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Nottingham;25;2011;13;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Oxford;17;2011;12;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Plymouth;20;2011;11;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Portsmouth;;;16;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Preston;;;11;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Reading;19;2011;14;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Sheffield;23;2011;17;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Southampton;21;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Stoke-on-trent;22;2011;16;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Sunderland;;;15;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Thurrock;25;2011;18;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
EurHI;United Kingdom;Warrington;19;2011;13;2011;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;Warwick;20;2010;14;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2010;2014
EurHI;United Kingdom;Wirral;;;10;2011;1 background station;;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;FALSE;2011;2014
EurHI;United Kingdom;York;18;2011;13;;1 background station;>75%;European Environment Agency. AirBase: public air quality database - Air pollution. ;;;FALSE;TRUE;2011;2014
Sear;Bangladesh;Barisal;160;2013;77;2013;1 station;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Chittagong;132;2013;66;2013;2 stations;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Dhaka;180;2013;86;2013;3 stations, urban/residential;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh and Spatial Distribution of PM concentrations in Dhaka City (January 2011-June 2012), Clean Air and Sustainable Environment Project, August 2012;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Gazipur;166;2013;87;2013;1 station;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Khulna;102;2013;70;2013;1 station;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Narayonganj;181;2013;89;2013;1 station;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Rajshahi;195;2013;70;2013;1 station;6 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bangladesh;Sylhet;112;2013;63;2013;1 station;8 months;Monthly Air Quality Monitoring Report, Ministry of Environment and Forest, Government of the People’s Republic of Bangladesh;;;FALSE;FALSE;2013;2014
Sear;Bhutan;Thimpu;23;2011;10;;1 station: urban background;NA;SAARC Development Goals, Mid-Term Review Report, 2011;;;FALSE;TRUE;2011;2014
Sear;India;Agra;200;2010;88;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Ahmedabad;67;2011;100;2013;"4 stations, residential and others (pm10); 1 station (PM2.5)";NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;FALSE;2011;2014
Sear;India;Aizawl;55;2012;24;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Alappuzha;46;2012;20;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Allahabad;202;2010;88;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Alwar;86;2011;38;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Amravati;97;2010;43;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Amritsar;210;2012;92;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Angul;91;2011;40;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Anklesvar;71;2010;31;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Aurangabad;107;2010;47;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Balasore;57;2011;25;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Bangalore;103;2010;45;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Berhampur;61;2012;27;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Bhilai;81;2012;35;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Bhopal;171;2012;75;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Bhubaneshwar;85;2012;37;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Bongaigaon;46;2012;20;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Chandigarh;105;2012;46;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Chandrapur;174;2010;76;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Chennai;55;2010;24;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Coimbatore;66;2011;29;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Cuttack;68;2012;30;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Dawki (rural);52;2011;23;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Dehradun;175;2011;77;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Delhi;286;2010;153;2013;"5 stations, residential and others (PM10); 6 stations (PM2.5)";NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;FALSE;2010;2014
Sear;India;Dera Baba Nanak;68;2012;30;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Dewas;97;2012;43;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Dibrugarh;56;2012;25;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Dimapur;92;2011;40;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Durgapur;110;2009;48;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2009;2014
Sear;India;Firozabad;219;2010;96;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Gobindgarh;159;2012;69;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Golaghat;55;2012;24;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Gulbarga;64;2010;28;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Guntur ;75;2012;33;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Guwahati;92;2012;40;;6 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Gwalior;329;2012;144;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Hassan;44;2010;19;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Hisar;72;2011;32;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Howrah;108;2009;47;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2009;2014
Sear;India;Hyderabad;87;2012;38;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Indore;122;2012;53;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Jaipur;155;2012;68;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Jalandhar;128;2012;56;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Jammu;127;2010;56;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Jamnagar;104;2010;46;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Jhansi;113;2012;50;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Jodhpur;196;2012;86;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kakinada ;58;2012;25;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kanpur;212;2010;93;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Khammam ;64;2012;28;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Khanna;200;2012;88;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Khurja;154;2011;67;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Kochi;64;2012;28;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kohima;64;2011;28;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Kolhapur;81;2010;35;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Kolkata;97;2009-2010;43;;6 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2009-2010;2014
Sear;India;Kollam;39;2012;17;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Korba;114;2012;50;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kota;146;2012;64;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kottayam;55;2012;24;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kozhikode;57;2012;25;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Kurnool ;74;2012;32;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Lucknow;219;2010;96;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Ludhiana;207;2012;91;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Madurai;46;2011;20;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Mahad;109;2010;48;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Margherita;54;2012;24;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Meerut;126;2010;55;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Mumbai;136;2010;45;2012;"2 stations, residential and others (PM10); 1 station (PM2.5)";NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;FALSE;2010;2014
Sear;India;Nagaon;79;2012;35;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Nagda;114;2012;50;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Nagpur;118;2010;51;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Nahan;110;2012;48;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Nalbari;82;2012;36;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Nalgonda ;78;2012;34;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Nashik;103;2010;45;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Navi Mumbai;104;2010;45;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Naya Nangal;96;2012;42;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Nellore;63;2012;28;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Noida;133;2012;58;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;North Lakhimpur Town;72;2012;32;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Panaji;116;2012;51;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Parwanoo;70;2011;31;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Patancheru;109;2012;48;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Pathanamthitta;23;2012;10;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Patiala;91;2012;40;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Patna;164;2011;149;2013;"2 stations, residential and others (PM10); 1 station (PM2.5)";NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;FALSE;2011;2014
Sear;India;Pondicherry;39;2009;17;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2009;2014
Sear;India;Pune;134;2010;59;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Raipur;305;2012;134;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Rajkot;75;2010;33;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Ramagundam;83;2012;36;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Rayagada;62;2012;27;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Rishikesh;103;2011;45;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Roha;121;2010;53;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Rourkela;104;2011;46;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Salem;61;2011;27;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Sambalpur;60;2012;26;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Sangli;91;2010;40;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Satna;99;2011;43;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Shillong;78;2011;34;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Shimla;68;2011;30;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Sibsagar;109;2012;48;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Silchar;91;2012;40;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Singrauli;60;2012;26;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Solapur;80;2010;35;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Surat;94;2012;41;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Tezpur;69;2012;30;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Thane;49;2010;21;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Thoothukudi;92;2011;40;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Thrissur;73;2012;32;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Tinsukia;57;2012;25;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Trivandrum;52;2012;23;;3 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Tura;57;2011;25;;1 station: residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Udaipur;143;2011;62;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2011;2014
Sear;India;Ujjain;60;2012;26;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Vadodara;65;2010;28;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Vapi;74;2010;32;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Varanasi;126;2010;55;;2 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2010;2014
Sear;India;Vijayawada;95;2012;42;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Visikhapatnam;79;2012;35;;4 stations, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;India;Warangal;64;2012;28;;1 station, residential and others;NA;Central Pollution Control Board India, Environmental Data Bank;;;FALSE;TRUE;2012;2014
Sear;Indonesia;Jakarta;48;2010;21;;NA;NA;Cities Act, Clear Air Asia Database;;;FALSE;TRUE;2010;2014
Sear;Maldives;Male - Friday Mosque Station;20;2011;9;;1 station: no information given;5 days December;EPA Maldives, http://epa.gov.mv.;;;FALSE;TRUE;2011;2014
Sear;Myanmar;Mandalay;69;2008;30;;2 stations, urban and residential;1 month, January;A New Decade in Sustainable Transport, Myanmar EST Presentation, 5th EST;;;FALSE;TRUE;2008;2014
Sear;Nepal;Kathmandu;114;2008;50;;NA;NA;Clean Air Asia, Cities Act, 2013.;;;FALSE;TRUE;2008;2014
Sear;Sri Lanka;Colombo;64;2010;28;;1 station: urban;12 months;Cities Act, Clear Air Asia Database;;;FALSE;TRUE;2010;2014
Sear;Thailand;Ayutthaya;;;35;2012;1 station;;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;FALSE;2012;2014
Sear;Thailand;Bangkok;38;2012;20;;9 stations;66%;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;TRUE;2012;2014
Sear;Thailand;Chachoengsao;27;2012;14;;1 station;90%;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;TRUE;2012;2014
Sear;Thailand;Chiang Mai;42;2012;22;;2 stations;95%;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;TRUE;2012;2014
Sear;Thailand;Chiang Rai;70;2012;37;;2 stations;98%;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;TRUE;2012;2014
Sear;Thailand;Chon Buri;21;2012;11;;1 station;90%;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;TRUE;2012;2014
Sear;Thailand;Khon Kaen;36;2012;19;;1 station;82%;Bangkok Ambient Annual Summary of Air Quality Data;;;FALSE;TRUE;2012;2014
