Region;Country;City/station;concentrationPM10;YearPM10;AnnualmeanPM25;Yearpm25;nbLocations;Temporal coverage;Reference;Latitude;Longitude;convertedPM10;convertedPM25;yearMerged;version
Afr;Ghana;Accra;98;2008;49;2008;4 residential and 1 roadside station in Accra;NA;"Dionisio KL, Arku RE, Hughes AF, et al. Air pollution in Accra neighborhoods: spatial, socioeconomic, and temporal patterns. Environ. Sci. Technol. 2010;44(7):2270-2276.  ";;;FALSE;FALSE;2008;2014
Afr;Liberia;Buchanan (rural);66;2009;9;2009;1 station: rural, 500m away from community, Osris;54%;Nimba Western Area Iron Ore Concentrator Mining Project, Environmental and Social impact assessment, March 2014;NA;NA;FALSE;FALSE;2009;2014
Afr;Liberia;Sanniquellie (rural);52;2009;10;2009;1 station: rural, within the community, Osiris monitors;60%;Nimba Western Area Iron Ore Concentrator Mining Project, Environmental and Social impact assessment, March 2013;NA;NA;FALSE;FALSE;2009;2014
Afr;Mauritius;Beau Bassin/Rose Hill, Coromandel;131;2011;66;;1 station: in town of Beau Bassin/Rose Hill;2 months;Environment Statistics 2011, Government of Mauritius;NA;NA;FALSE;TRUE;2011;2014
Afr;Mauritius;Bramsthan, Flacq;37;2010;19;;1 station: in Placq (rural);2 months;Environment Statistics 2010, Government of Mauritius;NA;NA;FALSE;TRUE;2010;2014
Afr;Mauritius;Midlands;20;2011;10;;1 station: rural;2 months;Environment Statistics 2011, Government of Mauritius;NA;NA;FALSE;TRUE;2011;2014
Afr;Mauritius;Port Louis;22;2010;11;;1 station: urban St Louis city;2 months;Environment Statistics 2010, Government of Mauritius;NA;NA;FALSE;TRUE;2010;2014
Afr;Senegal;Dakar;179;2012;40;2012;"3 stations in capital city: 2 traffic, 1 urban for PM10;  1 station traffic for PM2.5";NA;République du Sénégal, Ministère de l'Environnement, Suivi de la qualité de l'air à Dakar.;;;FALSE;FALSE;2012;2014
Afr;South Africa;Cape Town (urban, total);30;2011;16;;7 stations: 6 urban (incl regional urban), 1 industrial;12 months;2012 State of Air Report and National Air Quality Indicator Session 1.4 - SAAQIS, from the 7th Lekgota on Air Quality Governance;;;FALSE;TRUE;2011;2014
Afr;South Africa;Durban;26;2012;14;;5 stations: urban, mostly residential;12 months;South African Air Quality Information System, data received upon request (July 2013);;;FALSE;TRUE;2012;2014
Afr;South Africa;Highveld Priority Area Network;51;2012;24;2012;5 stations: residential;12 months;South African Air Quality Information System, data received upon request (July 2013);;;FALSE;FALSE;2012;2014
Afr;South Africa;Johannesburg;98;2011;51;;6 stations: 2 no info, 3 background, 1 urbna/commercial/industrial;12 months;2012 State of Air Report and National Air Quality Indicator Session 1.4 - SAAQIS, from the 7th Lekgota on Air Quality Governance;;;FALSE;TRUE;2011;2014
Afr;South Africa;Tshwane (Pretoria) (total, urban);59;2012;31;;6 stations: 3 no info, 3 residential/industrial;12 months;South African Air Quality Information System, data received upon request (July 2013);;;FALSE;TRUE;2012;2014
Afr;South Africa;Vaal Priority Area ;62;2012;32;2012;5 stations: urban, mostly residential;12 months;South African Air Quality Information System, data received upon request (July 2013);;;FALSE;FALSE;2012;2014
Afr;South Africa;Waterberg;48;2012;11;2012;3 stations: residential;12 months;South African Air Quality Information System, data received upon request (July 2013);;;FALSE;FALSE;2012;2014
Afr;Unit. Rep. of Tanzania;Morogoro;35;2011;23;2011;1 station, 2 measurement (during dry and wet season);33 days;"Mkoma, Stelyus L., et al. ""Characteristics of Low-Molecular Weight Carboxylic Acids in PM2. 5 and PM10 Ambient Aerosols From Tanzania."" (2012).";"06°47'41S""";"37°37'44""E";FALSE;FALSE;2011;2014
Amr;Argentina;Buenos Aires;30;2012;16;;3 stations, 2 stations in residential/commercial with fixed sources and 1 in mixed zone with medium to low traffic;73% of days in the year;Buenos Aires Ciudad. Agencia de Protección Ambiental, 2013.;34°36′S 58°23′W ;;FALSE;TRUE;2012;2014
Amr;Bolivia (Plurinational State of);Cochabamba;75;2010;41;;1 station;NA;Gobierno Municipal de Cohambra, RED Monica, 2013.;;;FALSE;TRUE;2010;2014
Amr;Bolivia (Plurinational State of);La Paz;42;2010;23;;4 stations in city centre;NA;Gobierno Autonomo Municipal de La Paz. Compendio Estatisticas Ambientales, 2011.;;;FALSE;TRUE;2010;2014
Amr;Brazil;Americana;34;2012;18;;1 station;NA;Relatorio annual da qualidade do ar na Região Metropolitana de Curitiba, Instituto Ambiental do Paraná, Curitiba, 2011.;23k 259717;7485110;FALSE;TRUE;2012;2014
Amr;Brazil;Araçatuba;39;2012;21;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;22k 558205;7657068;FALSE;TRUE;2012;2014
Amr;Brazil;Araraquara;31;2012;17;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;22k 791055;7588641;FALSE;TRUE;2012;2014
Amr;Brazil;Araucária;31;2010;17;;2 stations;NA;Relatorio annual da qualidade do ar na Região Metropolitana de Curitiba, Instituto Ambiental do Paraná, Curitiba, 2011.;;;FALSE;TRUE;2010;2014
Amr;Brazil;Bauru;30;2012;16;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;22k 696487;7529804;FALSE;TRUE;2012;2014
Amr;Brazil;Belo Horizonte;52;2011;28;;1 station;96%;Monitoramento da qualidade do ar na Região Metropolitana de Belo Horizonte no ano base de 2011: relatório técnico / Diretoria de Gestão da Qualidade Ambiental. --- Belo Horizonte: Fundação Estadual do Meio Ambiental, 2013.;;;FALSE;TRUE;2011;2014
Amr;Brazil;Betim;43;2011;23;;3 stations;90%;Monitoramento da qualidade do ar na Região Metropolitana de Belo Horizonte no ano base de 2011: relatório técnico / Diretoria de Gestão da Qualidade Ambiental. --- Belo Horizonte: Fundação Estadual do Meio Ambiental, 2013.;;;FALSE;TRUE;2011;2014
Amr;Brazil;Campinas-Centro;31;2012;17;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;23k 289010;7465832;FALSE;TRUE;2012;2014
Amr;Brazil;Carapicuíba;34;2012;18;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;23k 312590;7396454;FALSE;TRUE;2012;2014
Amr;Brazil;Catanduva;38;2012;21;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;22k 709521;7660921;FALSE;TRUE;2012;2014
Amr;Brazil;Colombo;46;2010;25;;1 station;NA;Relatorio annual da qualidade do ar na Região Metropolitana de Curitiba, Instituto Ambiental do Paraná, Curitiba, 2011.;;;FALSE;TRUE;2010;2014
Amr;Brazil;Curitiba;31;2010;17;;6 stations;NA;Relatorio annual da qualidade do ar na Região Metropolitana de Curitiba, Instituto Ambiental do Paraná, Curitiba, 2011.;;;FALSE;TRUE;2010;2014
Amr;Brazil;Diadema;35;2012;19;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;23k 335700;7379661;FALSE;TRUE;2012;2014
Amr;Brazil;Grande Vitoria;30;2010;16;;NA;NA;Instituto Brasileiro de Geografia e Estatistica;;;FALSE;TRUE;2010;2014
Amr;Brazil;Ibirité;31;2011;17;;2 stations;75%;Monitoramento da qualidade do ar na Região Metropolitana de Belo Horizonte no ano base de 2011: relatório técnico / Diretoria de Gestão da Qualidade Ambiental. --- Belo Horizonte: Fundação Estadual do Meio Ambiental, 2013.;;;FALSE;TRUE;2011;2014
Amr;Brazil;Jacareí;26;2012;14;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2013;23k 401035;7423621;FALSE;TRUE;2012;2014
Amr;Brazil;Jau;33;2012;18;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2014;22k 750662;7532150;FALSE;TRUE;2012;2014
Amr;Brazil;Jundiaí;29;2012;16;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2015;23k 305876;7434002;FALSE;TRUE;2012;2014
Amr;Brazil;Limeira;46;2012;25;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2016;;;FALSE;TRUE;2012;2014
Amr;Brazil;Marília;21;2012;11;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2017;22k 607182;7544642;FALSE;TRUE;2012;2014
Amr;Brazil;Mauá;35;2012;19;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2018;23k 350568;7381698;FALSE;TRUE;2012;2014
Amr;Brazil;Osasco;45;2012;24;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2019;23k 317089;7397071;FALSE;TRUE;2012;2014
Amr;Brazil;Paulínia;32;2012;17;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2020;23k 278829;7480128;FALSE;TRUE;2012;2014
Amr;Brazil;Piracicaba;42;2012;15;2012;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2021;23k 227821;7487167;FALSE;FALSE;2012;2014
Amr;Brazil;Pirassununga;31;2012;17;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2022;23k 249392;7564328;FALSE;TRUE;2012;2014
Amr;Brazil;Presidente Prudente;22;2012;12;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2023;22k 457821;7553856;FALSE;TRUE;2012;2014
Amr;Brazil;Ribeirão Preto;30;2012;16;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2024;23k 206370;7658151;FALSE;TRUE;2012;2014
Amr;Brazil;Rio Claro;50;2012;27;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2025;23k 234508;7516648;FALSE;TRUE;2012;2014
Amr;Brazil;Rio de Janeiro;67;2010;36;;NA;NA;Instituto Brasileiro de Geografia e Estatistica;;;FALSE;TRUE;2010;2014
Amr;Brazil;Salvador;17;2010;9;;1 station;NA;Instituto Brasileiro de Geografia e Estatistica;;;FALSE;TRUE;2010;2014
Amr;Brazil;Santa Gertrudes;81;2012;44;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2012;23k 239304;7514094;FALSE;TRUE;2012;2014
Amr;Brazil;Santo André;36;2012;19;;2 stations;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2013;;;FALSE;TRUE;2012;2014
Amr;Brazil;São Bernardo do Campo;35;2012;19;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2014;23k 338443;7381310;FALSE;TRUE;2012;2014
Amr;Brazil;São Caetano do Sul;39;2012;20;2012;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2015;23k 341228;7387148;FALSE;FALSE;2012;2014
Amr;Brazil;São José do Rio Preto;38;2012;14;2012;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2016;22k 666713;7700842;FALSE;FALSE;2012;2014
Amr;Brazil;São José dos Campos;23;2012;12;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2017;23k 410883;7435461;FALSE;TRUE;2012;2014
Amr;Brazil;Sao Paulo;35;2012;19;2012;9 stations;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2018;;;FALSE;FALSE;2012;2014
Amr;Brazil;Socoraba;32;2012;17;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2019;23k 246863;7398684;FALSE;TRUE;2012;2014
Amr;Brazil;Taboão da Serra;35;2012;19;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2020;23k 320649;7387971;FALSE;TRUE;2012;2014
Amr;Brazil;Tatuí;25;2012;14;;1 station;NA;Qualidade do ar no Estado de Dao Paulo, Sao Paulo, 2012.CETESB, 2021;23k 206531;7413672;FALSE;TRUE;2012;2014
Amr;Colombia;Bogota;48;2012;27;;14 stations;NA;Observatorio Ambiental de Bogota, 2013.;;;FALSE;TRUE;2012;2014
Amr;Colombia;Bucaramanga;39;2011;22;;6 stations;NA;Informe anual de Calidad del Aire de Bucaramanga, 2011.;;;FALSE;TRUE;2011;2014
Amr;Colombia;Caldas;58;2011;32;;1 station;NA;Evaluar y monitorear la calidad del aire en el Valle de Aburrá, Area Metropolitana Valle de Aburra, Medellin, 2012.;;;FALSE;TRUE;2011;2014
Amr;Colombia;Cali;23;2010;13;;3 stations;NA;Boletín de calidad del aire Anual (feb 1/10 – ene 31/11), Cali, 2011.;;;FALSE;TRUE;2010;2014
Amr;Colombia;Copacabana;36;2011;20;;1 station;NA;Evaluar y monitorear la calidad del aire en el Valle de Aburrá, Area Metropolitana Valle de Aburra, Medellin, 2012.;;;FALSE;TRUE;2011;2014
Amr;Colombia;Giratoda;37;2011;21;;1 station;NA;Evaluar y monitorear la calidad del aire en el Valle de Aburrá, Area Metropolitana Valle de Aburra, Medellin, 2012.;;;FALSE;TRUE;2011;2014
Amr;Colombia;Itaguì;46;2011;26;;3 stations;NA;Evaluar y monitorear la calidad del aire en el Valle de Aburrá, Area Metropolitana Valle de Aburra, Medellin, 2012.;;;FALSE;TRUE;2011;2014
Amr;Colombia;Manizales;30;2010;17;;4 stations;NA;Calidad del aire en la zona centro y oriente de la ciudad de Mazales. C.M. Gonales Duque, Universidad Nacional de Colombia Sede Manizales, 2012.;;;FALSE;TRUE;2010;2014
Amr;Colombia;Medellin;48;2010;27;2010;3 stations;NA;Boletin Informativo, Medio Ambiente, Enero-Abril 2011. Alcadia de Medellin, 2011.;;;FALSE;FALSE;2010;2014
Amr;Colombia;Sabaneta;47;2011;26;;1 station;NA;Evaluar y monitorear la calidad del aire en el Valle de Aburrá, Area Metropolitana Valle de Aburra, Medellin, 2012.;;;FALSE;TRUE;2011;2014
Amr;Costa Rica;Alajuela;26;2011;14;;1 station, comercial;NA;Cuarto Informe Annual de Calidad del Aire, Grande Area Metropolitana, 2012.;;;FALSE;TRUE;2011;2014
Amr;Costa Rica;Belén;33;2011;18;;1 station, comercial/residential;NA;Cuarto Informe Annual de Calidad del Aire, Grande Area Metropolitana, 2012.;;;FALSE;TRUE;2011;2014
Amr;Costa Rica;Heredia;45;2011;24;;1 station, comercial;NA;Cuarto Informe Annual de Calidad del Aire, Grande Area Metropolitana, 2012.;;;FALSE;TRUE;2011;2014
Amr;Costa Rica;San Jose;27;2011;15;;5 stations, 4 comercial and 1 comercial/residential stations;NA;Cuarto Informe Annual de Calidad del Aire, Grande Area Metropolitana, 2012.;;;FALSE;TRUE;2011;2014
Amr;Ecuador;Ambato;20;2012;9;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Cuenca;35;2012;17;;3 stations;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Ibarra;18;2012;9;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Latacunga;28;2012;14;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Manta;28;2012;13;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Milagro;66;2012;32;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Portoviejo;25;2012;12;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Ecuador;Quito;38;2012;18;2012;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;FALSE;2012;2014
Amr;Ecuador;Santo Domingo;69;2012;33;;NA;NA;Ministerio del Ambiente.Concentración de material particulado PM10 en el aire. CA-CTR-005. Concentración de material particulado PM2.5 en el aire. CA-CTR-004. 2013.;;;FALSE;TRUE;2012;2014
Amr;Guatemala;Guatemala city;45;2012;33;2012;4 stations : urban;NA;Informe Annual 2012 Monitoreo del aire en la ciudad de Guatemala;N14º35.243;W 90º31.959;FALSE;FALSE;2012;2014
Amr;Honduras;Tegucigalpa;58;2013;32;2013;2 stations in capital city;March to September 2013;Informe Annual 2012 Monitoreo del aire en la ciudad de Guatemala;;;FALSE;FALSE;2013;2014
Amr;Jamaica;Clarendon/Hayes;34;2011;18;;2 station: residential, industry;60%;Jamaica National Environment Protection Agency Ambient Air Quality Report 2011;;;FALSE;TRUE;2011;2014
Amr;Jamaica;Ewarton;24;2011;13;;2 station: residential, industry;60%;Jamaica National Environment Protection Agency Ambient Air Quality Report 2011;;;FALSE;TRUE;2011;2014
Amr;Jamaica;Kingston;37;2011;20;;8 stations;60%;Jamaica National Environment Protection Agency Ambient Air Quality Report 2011;;;FALSE;TRUE;2011;2014
Amr;Mexico;Guadalajara;41;2011;13;;9 stations;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;TRUE;2011;2014
Amr;Mexico;Irapuato;55;2011;18;;3 stations;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;TRUE;2011;2014
Amr;Mexico;Leòn;58;2011;19;;3 stations;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;TRUE;2011;2014
Amr;Mexico;Mexico city;93;2011;25;2011;NA;NA;SEMARNAT. Compendio de Estatisticas Ambientales 2012. Secretaria de Medio Ambiente y Recursos Naturales, 2013.;;;FALSE;FALSE;2011;2014
Amr;Mexico;Monterrey;86;2011;36;2011;NA;NA;Sistema Integral de Monitoreo Ambiental;;;FALSE;FALSE;2011;2014
Amr;Mexico;Puebla;32;2011;20;2011;4 stations;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;FALSE;2011;2014
Amr;Mexico;Salamanca ;60;2011;20;;3 stations;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;TRUE;2011;2014
Amr;Mexico;Silao;51;2011;16;;1 station;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;TRUE;2011;2014
Amr;Mexico;Toluca;80;2011;33;2011;1 station;min. 75%;SEMARNAT. Sistema de Cálculo de Indicadores de la Calidad del Aire;;;FALSE;FALSE;2011;2014
Amr;Paraguay;Asuncion ;;2010;18;2010;3 stations: 1  background urban, 2 background tranpsort;NA;Plan de accion para combustible y vehiculos mas limpios en Paraguay. Received from Agnes Soares, WHO PAHO/WHO Office Paraguay. ;;;FALSE;FALSE;2010;2014
Amr;Peru;Lima;63;2011;38;2011;4 stations;NA;Instituto Nacional de Estadistica e Informatica. Anuario de Estatisticas Amientales 2012.;;;FALSE;FALSE;2011;2014
Amr;Venezuela (Bolivarian Republic of);Barcelona-Puerto La Cruz;59;2011;32;;NA;NA;Reporte Ambiental 2012. Instituto Nacional de Estatistica. Republica Bolivariana de Venezuela.;;;FALSE;TRUE;2011;2014
Amr;Venezuela (Bolivarian Republic of);Caracas;45;2011;24;;NA;NA;Reporte Ambiental 2012. Instituto Nacional de Estatistica. Republica Bolivariana de Venezuela.;;;FALSE;TRUE;2011;2014
AmrHI;Canada;Abbotsford;;;4;2012;2 residential stations (PM2.5),  (PM10);97%;Environment Canada. Ground-level Ozone and Fine Particulate Matter (PM2.5) Concentrations at Monitoring Stations, Canada, 2010. Data for British Columbia (2012): Personal communication, Ministry of Environment, British Columbia.;49.0428;-122.31;FALSE;FALSE;2012;2014
AmrHI;Canada;Auclair;;;5;2010;Rural Forest;NA;;47.73333;-68.70722;FALSE;FALSE;2010;2014
AmrHI;Canada;Barrie;21;;7;2010;Urban Residential;NA;;44.39222;-79.704166;TRUE;FALSE;2010;2014
AmrHI;Canada;Bathurst;28;;9;2010;Urban Residential;NA;;47.60952777;-65.63352777;TRUE;FALSE;2010;2014
AmrHI;Canada;Beaverlodge;;;9;2010;Rural Agricultural;NA;;55.196341;-119.396821;FALSE;FALSE;2010;2014
AmrHI;Canada;Bécancour;32;;11;2010;Urban Residential;NA;;46.35;-72.43333333;TRUE;FALSE;2010;2014
AmrHI;Canada;Belleville;16;;5;2010;Urban Residential;NA;;44.150528;-77.3955;TRUE;FALSE;2010;2014
AmrHI;Canada;Brampton;;;7;2010;Urban Residential;NA;;43.6988;-79.7809;FALSE;FALSE;2010;2014
AmrHI;Canada;Brandon;26;;6;2010;Urban Residential;NA;;49.83913;-99.9205;TRUE;FALSE;2010;2014
AmrHI;Canada;Brantford;26;;9;2010;Urban Commercial;NA;;43.138611;-80.292639;TRUE;FALSE;2010;2014
AmrHI;Canada;Burlington;;;8;2010;Urban Residential;NA;;43.315111;-79.802639;FALSE;FALSE;2010;2014
AmrHI;Canada;Burnaby;11;2012;4;2012;2 residential stations (PM2.5), 2 residential stations (PM10);96%;;;;FALSE;FALSE;2012;2014
AmrHI;Canada;Burns Lake;17;2012;5;2012;commercial (PM2.5), commercial (PM10);98%;;54.2308;-125.764;FALSE;FALSE;2012;2014
AmrHI;Canada;Calgary;53;;11;2010;Urban Commercial, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Campbell River;10;;4;2012;residential (PM2.5),  (PM10);0.914689781;;50.0167;-125.247;TRUE;FALSE;2012;2014
AmrHI;Canada;Caroline;;;5;2010;Rural Agricultural;NA;;51.95;-114.7;FALSE;FALSE;2010;2014
AmrHI;Canada;Castlegar;13;2012;;; (PM2.5), residential (PM10);97%;;;;FALSE;FALSE;2012;2014
AmrHI;Canada;Chalk River (Petawawa);;;4;2010;Rural Forest;NA;;45.996722;-77.441194;FALSE;FALSE;2010;2014
AmrHI;Canada;Charette;;;9;2010;Rural Forest;NA;;46.44111;-72.89277777;FALSE;FALSE;2010;2014
AmrHI;Canada;Chatham;25;;8;2010;Urban Commercial;NA;;42.4037;-82.2083;TRUE;FALSE;2010;2014
AmrHI;Canada;Chilliwack;11;2012;4;2012;residential (PM2.5), residential (PM10);99%;;49.15611111;-121.9405556;FALSE;FALSE;2012;2014
AmrHI;Canada;Cold Lake;;;7;2010;Urban Residential;NA;;54.458;-110.174;FALSE;FALSE;2010;2014
AmrHI;Canada;Corner Brook;20;;7;2010;Urban Commercial, Urban Commercial;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Cornwall;22;;7;2010;Urban Residential;NA;;45.018;-74.7352;TRUE;FALSE;2010;2014
AmrHI;Canada;Creston;21;;4;2012;residential (PM2.5),  (PM10);0.959055657;;49.09444444;-116.5125;TRUE;FALSE;2012;2014
AmrHI;Canada;Crofton;;;4;2012;residential (PM2.5),  (PM10);95%;;;;FALSE;FALSE;2012;2014
AmrHI;Canada;Debolt;;;5;2010;Urban Residential;NA;;55.405;-118.275;FALSE;FALSE;2010;2014
AmrHI;Canada;Deschambault;;;8;2010;Rural Agricultural;NA;;46.68222222;-71.96777777;FALSE;FALSE;2010;2014
AmrHI;Canada;Drayton Valley;27;;9;2010;Urban Residential;NA;;53.2196;-114.9718;TRUE;FALSE;2010;2014
AmrHI;Canada;Duncan;11;;4;2012;residential (PM2.5),  (PM10);0.950615876;;48.785;-123.716;TRUE;FALSE;2012;2014
AmrHI;Canada;Edmonton;30;;11;2010;Urban Residential, Urban Commercial, Urban Commercial;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Elk Island;;;5;2010;Rural Undeveloped;NA;;53.6824;-112.868;FALSE;FALSE;2010;2014
AmrHI;Canada;Ferme Neuve;;;6;2010;Rural Forest;NA;;46.76861111;-75.43194444;FALSE;FALSE;2010;2014
AmrHI;Canada;Flin Flon;21;;8;2010;Urban Commercial;NA;;54.765;-101.8752778;TRUE;FALSE;2010;2014
AmrHI;Canada;Fort Chipewyan;;;5;2010;Rural Undeveloped;NA;;58.7088;-111.177;FALSE;FALSE;2010;2014
AmrHI;Canada;Fort Mackay;;;5;2010;Urban Residential;;;;;FALSE;FALSE;2010;2014
AmrHI;Canada;Fort Mcmurray;17;;6;2010;Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Fort Saskatchewan;;;9;2010;Urban Residential;NA;;53.6989;-113.223;FALSE;FALSE;2010;2014
AmrHI;Canada;Fredericton;13;;4;2010;Urban Commercial;NA;;45.9575;-66.6467;TRUE;FALSE;2010;2014
AmrHI;Canada;Gatineau;;;12;2010;Urban Residential;NA;;45.435718;-75.72328;FALSE;FALSE;2010;2014
AmrHI;Canada;Golden;17;2012;6;2012;residential (PM2.5), residential (PM10);96%;;51.2958;-116.9672222;FALSE;FALSE;2012;2014
AmrHI;Canada;Grand Bend;;;8;2010;Urban Residential;NA;;43.3331;-81.7429;FALSE;FALSE;2010;2014
AmrHI;Canada;Grand Forks;18;;6;2012;commercial (PM2.5),  (PM10);0.999657847;;;;TRUE;FALSE;2012;2014
AmrHI;Canada;Grande Prairie;24;;8;2010;Urban Residential, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Guelph;23;;8;2010;Urban Residential;NA;;43.55161;-80.26417;TRUE;FALSE;2010;2014
AmrHI;Canada;Hamilton;27;;9;2010;Urban Commercial, Urban Residential;;;;;TRUE;FALSE;2010;2014
AmrHI;Canada;Hinton;29;;11;2010;Urban Residential;NA;;53.42941;-117.544849;TRUE;FALSE;2010;2014
AmrHI;Canada;Hope;10;2012;4;2012;residential (PM2.5), residential (PM10);99%;;49.36972222;-121.4994444;FALSE;FALSE;2012;2014
AmrHI;Canada;Houston;15;2012;6;2012;commercial (PM2.5), commercial (PM10);98%;;54.3972;-126.645;FALSE;FALSE;2012;2014
AmrHI;Canada;Kelowna;13;;4;2012;residential (PM2.5),  (PM10);0.980611314;;49.86111111;-119.475;TRUE;FALSE;2012;2014
AmrHI;Canada;Kingston;25;;8;2010;Urban Residential;NA;;44.2163;-76.5283;TRUE;FALSE;2010;2014
AmrHI;Canada;Kitchener;24;;8;2010;Urban Commercial;NA;;43.443833;-80.503806;TRUE;FALSE;2010;2014
AmrHI;Canada;Kitimat;8;;3;2012;4 residential stations (PM2.5),  (PM10);0.98776802;;54.05583333;-128.6738889;TRUE;FALSE;2012;2014
AmrHI;Canada;La Doré;;;4;2010;Rural Forest;NA;;48.80972;-72.73889;FALSE;FALSE;2010;2014
AmrHI;Canada;La Patrie;;;4;2010;Rural Forest;NA;;45.37389;-71.25;FALSE;FALSE;2010;2014
AmrHI;Canada;La Pêche;;;6;2010;Rural Forest;NA;;45.62222222;-76.01777777;FALSE;FALSE;2010;2014
