country,to_review,suggested_standard,n1,n2,dist
China,Shuangyashan,Sanya,37,32,0.19444444444444442
China,Shuangyashan Shi,Guangan Shi,6,6,0.22196969696969704
China,Shuicheng Xian,Fuliang Xian,24,24,0.20238095238095244
China,Shuimogou Qu,Suzhou Qu,12,24,0.18981481481481488
China,Shuncheng Qu,Chancheng Qu,12,12,0.11111111111111105
China,Shunde Qu,Shuncheng Qu,12,12,0.14814814814814825
China,Shunhe Huizuqu,Guancheng Huizuqu,12,12,0.1873249299719889
China,Shunqing Qu,Shanting Qu,12,12,0.1212121212121211
China,Shunyi District,Shuangqing District,24,12,0.10994152046783634
China,Shuocheng,Shancheng,12,12,0.14814814814814825
China,Shuocheng District,Gucheng District,6,6,0.10972222222222228
China,Shuocheng Qu,Shuncheng Qu,12,12,0.11616161616161624
China,Shuozhou,Chaozhou,43,18,0.16666666666666674
China,Shuozhou Shi,Shuozhou,18,6,0.11111111111111116
China,Shushan Qu,Sanshui Qu,12,12,0.14074074074074072
China,Simao Qu,Shaoling Qu,24,24,0.23430735930735946
China,Siming Qu,Aimin Qu,12,12,0.11574074074074081
China,Siping,Diqing,21,20,0.22222222222222232
China,Songshan Qu,Bengshan Qu,24,12,0.1212121212121211
China,Songyuan,Longyan,23,20,0.13095238095238093
China,Sucheng Qu,Acheng Qu,12,12,0.10370370370370363
China,Suihua,Huaihua,20,15,0.15079365079365092
China,Suining,Jining,33,20,0.15079365079365092
China,Suiyang Qu,Guiyang,50,24,0.18095238095238098
China,Suizhou,Fuzhou,38,35,0.15079365079365092
China,Suizhou Shi,Binzhou Shi,6,6,0.1212121212121211
China,Suqian Shi,Putian Shi,6,6,0.1333333333333333
China,Suxian,Suqian,45,12,0.11111111111111105
China,Suxian District,Louxing District,12,12,0.10694444444444451
China,Suxian Qu,Suiyang Qu,24,6,0.10370370370370363
China,Suyu Qu,Xiuyu Qu,12,24,0.13095238095238093
China,Suzhou,Xuzhou,43,49,0.11111111111111105
China,Suzhou Anhui,Suzhou Qu,9,24,0.14814814814814825
China,Suzhou Jiangsu,Suzhou Qu,18,24,0.17989417989417988
China,Suzhou Qu,Suzhou,43,24,0.11111111111111116
China,Suzhou Shi,Quanzhou Shi,6,6,0.1166666666666667
China,Tacheng,Liaocheng,37,24,0.15873015873015883
China,Tacheng Shi,Tacheng,24,12,0.12121212121212133
China,Tai'an,Huai'an,19,10,0.15079365079365092
China,Taian,Dalian,47,39,0.1777777777777778
China,Taian Shi,Dalian Shi,6,6,0.10370370370370363
China,Taicang,Taiyuan,34,47,0.19047619047619047
China,Taicang Shi,Tacheng Shi,12,6,0.1212121212121211
China,Taichung,Tacheng,24,16,0.13095238095238093
China,Taichung City,Taichung,16,3,0.1282051282051282
China,Taierzhuang Qu,Haizhu Qu,12,12,0.17989417989417988
China,Taihang Road,Taian,39,6,0.19444444444444442
China,Taihang West Street,Desheng East Street,12,6,0.21812865497076028
China,Taihe,Taipei,6,16,0.1777777777777778
China,Taihe District,Ninghe District,12,6,0.11428571428571432
China,Taihe Qu,Taihe,6,6,0.125
China,Tainan,Hainan,20,7,0.11111111111111105
China,Taipei,Tiexi,16,18,0.1777777777777778
China,Taipei City,Taipei,16,3,0.1515151515151516
China,Taishan,Tangshan,12,49,0.13095238095238093
China,Taishan Qu,Saihan Qu,12,6,0.10370370370370363
China,Taitung,Taichung,16,7,0.13095238095238093
China,Taiyuan Shi,Liaoyuan Shi,6,6,0.11919191919191918
China,Taizhou,Guangzhou,62,56,0.24338624338624348
China,Taizhou Jiangsu,Suzhou Jiangsu,18,15,0.1698412698412699
China,Taizhou Zhejiang,Taizhou Jiangsu,15,9,0.15000000000000013
China,Taizihe,Taizhou,56,12,0.19047619047619047
China,Taizihe District,Maiji District,6,6,0.13095238095238093
China,Taizihe Qu,Tianhe Qu,6,12,0.14537037037037037
China,Tangshan,Zhongshan,49,50,0.19444444444444453
China,Tangshan Shi,Tangshan,49,6,0.11111111111111116
China,Tangwanghe,Tangshan,49,12,0.21309523809523812
China,Tangwanghe District,Ninghe District,12,12,0.14970760233918134
China,Taobei Qu,Gangbei Qu,12,12,0.17407407407407405
China,Taocheng Qu,Gaochang Qu,24,12,0.1212121212121211
China,Taoshan Qu,Gaochang Qu,24,24,0.1575757575757576
China,Taoyuan,Liaoyuan,26,16,0.13095238095238093
China,Taoyuan City,Taoyuan,16,3,0.13888888888888884
China,Tap Mun Police Post,Tap Mun,6,6,0.21052631578947378
China,Tianhe Qu,Tieshan Qu,12,24,0.10740740740740751
China,Tianjiaan Qu,Qianjin Qu,12,12,0.1166666666666667
China,Tianjin,Nanjing,50,47,0.19047619047619047
China,Tianqiao Qu,Tianjiaan Qu,12,12,0.14393939393939392
China,Tianshan Qu,Cangshan Qu,12,12,0.1212121212121211
China,Tianshui,Lishui,42,26,0.18055555555555558
China,Tianxin Qu,Jianxi Qu,12,12,0.10370370370370363
China,Tianya Qu,Tianqiao Qu,12,12,0.12794612794612803
China,Tianyuan Qu,Tianshan Qu,12,12,0.1212121212121211
China,Tiedong,Jiedong Qu,12,12,0.18095238095238098
China,"Tiedong District, Anshan",Xifeng District,6,12,0.1972222222222223
China,Tiedong Qu,Hedong Qu,12,12,0.10370370370370363
China,Tieling,Jilin,42,23,0.20952380952380956
China,Tieling Shi,Tieling,23,3,0.12121212121212133
China,Tieling Xian,Tieling,23,6,0.13888888888888884
China,Tieshan Qu,Heshan Qu,24,24,0.10370370370370363
China,Tiexi,Tieling,23,18,0.20952380952380956
China,"Tiexi District, Siping","Weibin District, Xinxiang",6,12,0.19097643097643102
China,Tiexi Qu,Tiexi,18,12,0.125
China,Tinghu Qu,Binhu Qu,24,12,0.11574074074074081
China,Tongan,Tongchuan,12,39,0.11111111111111116
China,Tongchuan,Dongguan,47,39,0.19444444444444453
China,Tongchuan Qu,Tonghua,24,32,0.13888888888888884
China,Tongguan Qu,Dongguan,47,24,0.16287878787878796
China,Tonghua,Dongguan,47,32,0.22023809523809523
China,Tonghua Shi,Tonghua,32,12,0.12121212121212133
China,Tongliao,Tongling,15,26,0.16666666666666674
China,Tongling,Dongying,38,26,0.16666666666666674
China,Tongling Shi,Tongling,26,12,0.11111111111111116
China,Tongren,Tongchuan,39,35,0.24338624338624348
China,Tongren Xian,Tongren,35,24,0.13888888888888884
China,Tongshan Qu,Bengshan Qu,24,12,0.1212121212121211
China,Tunxi,Wuxi,12,44,0.21666666666666667
China,Tunxi District,Suxian District,12,6,0.10671550671550667
China,Tunxi Qu,Tunxi,12,12,0.125
China,Wafangdian Shi,Kangding Shi,6,6,0.15079365079365092
China,Wan An Road,Chang An Road,12,6,0.10722610722610726
China,Wancheng Qu,Yancheng,24,49,0.16287878787878796
China,Wanghua Qu,Conghua Qu,12,12,0.1333333333333333
China,Wangyi Qu,Changyi Qu,12,12,0.10370370370370363
China,Wanli Qu,Wangyi Qu,12,12,0.11574074074074081
China,Wanxiu Qu,Hunjiang Qu,24,24,0.24290524290524296
China,Wei Nan,Weinan,18,39,0.15079365079365092
China,Wei'nan,Wenshan,10,21,0.19047619047619047
China,Weibin,Yibin,12,38,0.1777777777777778
China,"Weibin District, Xinxiang",Qixing District,12,12,0.24
China,Weibin Qu,Weibin,12,12,0.11111111111111116
China,Weicheng,Baicheng,23,6,0.16666666666666674
China,"Weicheng District, Weifang",Zichuan District,3,12,0.22916666666666674
China,Weicheng Qu,Xuecheng Qu,6,12,0.1212121212121211
China,Weidu Qu,Wanxiu Qu,24,24,0.19444444444444453
China,Weifang,Weinan,36,39,0.21746031746031746
China,Weihai Shi,Weihai,40,6,0.1333333333333333
China,Weinan,Jinan,43,39,0.1777777777777778
China,Weinan Shi,Jinan Shi,6,6,0.10370370370370363
China,Weiyang Qu,Wangyi Qu,12,12,0.125925925925926
China,Wendeng Qu,Rencheng Qu,12,6,0.1575757575757576
China,Wenfeng Qu,Rencheng Qu,12,12,0.1575757575757576
China,Wenshan,Anshan,37,21,0.15079365079365092
China,Wenshan Shi,Wenshan,21,12,0.12121212121212133
China,Wenzhou,Lanzhou,52,47,0.19047619047619047
China,Wenzhou Shi,Binzhou Shi,6,6,0.1212121212121211
China,Wolong Qu,Shaoling Qu,24,24,0.19528619528619529
China,Wuchang Qu,Fucheng Qu,12,12,0.1333333333333333
China,Wucheng Qu,Acheng Qu,12,12,0.10370370370370363
China,Wudu Qu,Weidu Qu,24,24,0.1865079365079365
China,Wuerhe Qu,Renhe Qu,12,12,0.19444444444444453
China,Wuhai,Wuhan,26,50,0.1333333333333333
China,Wuhan Shi,Lushan Shi,12,6,0.10370370370370363
China,Wuhou Qu,Suzhou Qu,24,12,0.11574074074074081
China,Wuhu,Wuhan,50,42,0.21666666666666667
China,Wuhu Shi,Wuhan Shi,6,6,0.11574074074074081
China,Wuhua Qu,Wudu Qu,24,12,0.13095238095238093
China,Wujiagang Qu,Qujiang Qu,12,12,0.1537037037037038
China,Wujiang,Qujing,36,34,0.15079365079365092
China,Wujiang Qu,Wuxing Qu,6,12,0.10370370370370363
China,Wujiaqu,Wujiang,34,21,0.19047619047619047
China,Wujiaqu Shi,Wujiaqu,21,12,0.12121212121212133
China,Wujin Qu,Wujiagang Qu,12,12,0.11111111111111116
China,Wulanchabu Shi,Wulanhaote Shi,12,24,0.14285714285714302
China,Wuling,Wujiang,34,6,0.15079365079365092
China,Wuling District,Louxing District,12,6,0.10694444444444451
China,Wuling Qu,Wujiang Qu,6,6,0.10370370370370363
China,Wulingyuan,Wuling,6,6,0.1333333333333333
China,Wulingyuan District,Liangyuan District,6,6,0.12091861598440556
China,Wulumuqi Shi,Wujiaqu Shi,12,12,0.180976430976431
China,Wuwei,Wuxi,26,44,0.21666666666666667
China,Wuxi Shi,Fuxin Shi,6,6,0.11574074074074081
China,Wuxing Qu,Louxing Qu,12,12,0.10370370370370363
China,Wuzhong,Bazhong,24,20,0.19047619047619047
China,Wuzhong Qu,Wuchang Qu,12,12,0.1333333333333333
China,Wuzhou,Fuzhou,38,12,0.11111111111111105
China,Xi An,Huai An,39,36,0.20952380952380956
China,Xi Xiang,Xinxiang,12,20,0.16666666666666674
China,Xi'an,Xiamen,23,49,0.1777777777777778
China,Xi'ning,Xinxiang,10,20,0.13095238095238093
China,Xiacheng Qu,Huicheng Qu,12,12,0.1212121212121211
China,Xialu Qu,Babu Qu,24,24,0.22023809523809523
China,Xiamen Shi,Xiamen,49,12,0.1333333333333333
China,Xian Qu,Xiacheng Qu,12,12,0.12121212121212133
China,Xian Shi,Hetian Shi,12,12,0.1416666666666666
China,Xian'an,Xiangtan,12,41,0.13095238095238093
China,Xianan,Xiangyang,12,20,0.11111111111111116
China,Xianan Qu,Xianan,12,12,0.11111111111111116
China,Xiangcheng,Pingcheng,12,12,0.10370370370370363
China,"Xiangcheng District, Zhangzhou",Qingcheng District,6,6,0.16296296296296298
China,Xiangcheng Qu,Xiacheng Qu,12,12,0.127039627039627
China,Xiangfang Qu,Jiangyang Qu,12,12,0.11111111111111105
China,Xianggelila Shi,Kaili Shi,24,24,0.2342592592592594
China,Xiangqiao Qu,Shuangqiao Qu,12,12,0.13247863247863245
China,Xiangshan Qu,Bagongshan Qu,24,24,0.1658119658119659
China,Xiangtan,Xianyang,41,44,0.15476190476190488
China,Xiangtan Shi,Xian Shi,12,6,0.11111111111111116
China,Xiangxi,Xingtai,23,46,0.19047619047619047
China,Xiangyang,Xiangtan,41,20,0.11574074074074081
China,"Xiangyang District, Hegang",Liangyuan District,6,6,0.16524216524216528
China,"Xiangyang District, Jiamusi","Xiangyang District, Hegang",6,6,0.13817663817663817
China,Xiangyang Qu,Xiangshan Qu,24,24,0.11111111111111105
China,Xiangzhou Qu,Huangzhou Qu,24,24,0.11111111111111105
China,Xianning,Xining,20,46,0.13888888888888884
China,Xianyang,Xining,44,46,0.18055555555555558
China,Xianyang Shi,Xiangtan Shi,6,6,0.1010101010101011
China,Xiaodian Qu,Xiangqiao Qu,12,12,0.11919191919191918
China,Xiaogan,Xianyang,44,26,0.1865079365079365
China,Xiaogan Shi,Xianyang Shi,6,6,0.11919191919191918
China,Xiaonan Qu,Maonan Qu,12,12,0.10370370370370363
China,Xiashan Qu,Laishan Qu,12,12,0.10370370370370363
China,Xichang Shi,Yichang,24,40,0.19913419913419916
China,Xicheng Qu,Acheng Qu,12,12,0.10370370370370363
China,Xiejiaji Qu,Xian Qu,12,12,0.19913419913419916
China,Xietu Road,Qiyi Road,12,12,0.24444444444444446
China,Xifeng,Chifeng,42,12,0.15079365079365092
China,Xifeng District,Ninghe District,12,12,0.12735042735042734
China,Xifeng Qu,Xicheng Qu,12,12,0.10370370370370363
China,Xigang District Dalian,Jiguan District,6,6,0.18080808080808086
China,"Xigang District, Dalian",Jiguan District,6,6,0.18937198067632854
China,Xigong Qu,Xian Qu,12,12,0.15873015873015883
China,Xihe Qu,Linhe Qu,24,24,0.13095238095238093
China,Xihu,Xinzhou Qu,12,24,0.20000000000000007
China,Xihu Qu,Aihui Qu,24,6,0.13095238095238093
China,Xiling Qu,Beilin Qu,24,12,0.14814814814814825
China,Xilingol,Tieling,23,15,0.22023809523809523
China,Xilinguole Meng,Xilingol,15,12,0.15555555555555567
China,Xilinhaote Shi,Wulanhaote Shi,24,24,0.18831168831168843
China,Xilinhot,Xilinhaote Shi,24,12,0.14285714285714302
China,Xinbei Qu,Xingbin Qu,12,24,0.10370370370370363
China,Xincheng Qu,Fancheng Qu,24,12,0.1212121212121211
China,Xinfu,Xinyu,12,18,0.1333333333333333
China,"Xinfu District, Xinzhou","Xigang District, Dalian",6,6,0.2028985507246377
China,Xinfu Qu,Xinfu,12,12,0.125
China,Xing'an,Xianan,12,12,0.15079365079365092
China,Xingan,Hinggan,15,12,0.15079365079365092
China,Xingbin Qu,Lingling Qu,24,24,0.1575757575757576
China,Xinglongtai,Xingtai,6,46,0.12121212121212133
China,Xinglongtai District,Xinglongtai,6,6,0.15000000000000013
China,Xinglongtai Qu,Xingning Qu,6,12,0.15887445887445883
China,Xingning Qu,Xingbin Qu,24,12,0.13097643097643097
China,Xingqing Qu,Lingling Qu,24,6,0.1212121212121211
China,Xingtai County,Xingtai,46,6,0.16666666666666674
China,Xingtai Shi,Xingtai,46,6,0.12121212121212133
China,Xingyi,Xiangxi,23,12,0.15079365079365092
China,Xingyi Shi,Xingyi,12,12,0.1333333333333333
China,Xinhua Qu,Qinhuai Qu,12,12,0.10370370370370363
China,Xinhui Qu,Jinshui Qu,12,12,0.10370370370370363
China,Xining Shi,Xingyi Shi,12,6,0.10370370370370363
China,Xinluo,Xinfu,12,12,0.1777777777777778
China,Xinluo District,Qindu District,6,6,0.11428571428571432
China,Xinluo Qu,Xinluo,12,12,0.11111111111111116
China,Xinshao County,Qonggyai County,12,12,0.1906204906204907
China,Xinshi,Enshi,35,6,0.1777777777777778
China,Xinshi District,Linxiang District,6,6,0.16470588235294126
China,Xinshi Qu,Xinshi,6,6,0.11111111111111116
China,Xinwu Qu,Xinhua Qu,12,12,0.11574074074074081
China,Xinxiang,Pingxiang,21,20,0.11574074074074081
China,Xinxing,Linxiang,12,12,0.13095238095238093
China,"Xinxing District, Qitaihe",Linxiang District,6,6,0.1725490196078432
China,Xinxing Qu,Jining Qu,12,12,0.10370370370370363
China,Xinyang,Xianyang,44,20,0.11309523809523814
China,Xinyu,Xinyang,20,18,0.20952380952380956
China,Xinyu Shi,Xian Shi,12,6,0.11574074074074081
China,Xinzhou,Jingzhou,42,35,0.13095238095238093
China,Xinzhou Qu,Jizhou Qu,24,24,0.10370370370370363
China,Xiongguan West Road,Xingan,12,12,0.22807017543859653
China,Xisaishan Qu,Xiangshan Qu,24,24,0.19444444444444442
China,Xishan Qu,Huishan Qu,12,12,0.10370370370370363
China,Xishi,Xinshi Qu,6,6,0.14814814814814825
China,Xishi District,Taizihe District,6,6,0.15873015873015883
China,Xishi Qu,Xishan Qu,12,6,0.11574074074074081
China,Xishuangbanna,Xiangtan,41,15,0.1955128205128206
China,Xiuying Qu,Xiling Qu,12,12,0.10370370370370363
China,Xiuyu Qu,Xinzhou Qu,24,24,0.21666666666666667
China,Xiuzhou Qu,Suzhou Qu,24,12,0.10370370370370363
China,Xixia,Xinxiang,20,6,0.125
China,Xixia District,Linxiang District,6,6,0.10224089635854339
China,Xixia Qu,Xixia,6,6,0.125
China,Xixiangtang Qu,Xianan Qu,12,12,0.11904761904761907
China,Xixiu,Xinxing,12,12,0.20952380952380956
China,Xixiu District,Qixing District,12,12,0.11428571428571432
China,Xixiu Qu,Xixiu,12,12,0.125
China,Xuancheng,Yancheng,26,49,0.11574074074074081
China,Xuancheng Shi,Xuancheng,26,6,0.10256410256410253
China,Xuanzhou,Guangzhou,62,12,0.11574074074074081
China,Xuanzhou District,Yuhu District,6,12,0.12368024132730016
China,Xuanzhou Qu,Suzhou Qu,24,12,0.12794612794612803
China,Xuchang,Xuancheng,26,20,0.1693121693121693
China,Xuecheng Qu,Fucheng Qu,12,12,0.14949494949494946
China,Xuhui Qu,Xiuyu Qu,24,12,0.13095238095238093
China,Xunyang Qu,Hunjiang Qu,24,12,0.1575757575757576
China,Xuzhou,Guangzhou,62,49,0.20370370370370372
China,Xuzhou Shi,Quanzhou Shi,6,6,0.1166666666666667
China,Ya An,Yan An,15,33,0.15555555555555567
China,Ya'an,Tai'an,10,5,0.1777777777777778
China,Yaan,Yantai,18,39,0.19444444444444453
China,Yaan Shi,Taian Shi,6,6,0.11574074074074081
China,Yan An,Guang An,33,33,0.18055555555555558
China,Yan'an,Xian'an,12,3,0.15079365079365092
China,Yanbian,Yangjiang,23,37,0.15873015873015883
China,Yanbian Chaoxianzuzizhizhou,Liangshan Yizuzizhizhou,6,6,0.2465646806226517
China,Yancheng,Nanchang,49,49,0.16666666666666674
China,Yancheng Qu,Bincheng Qu,12,6,0.1212121212121211
China,Yanfeng Qu,Fancheng Qu,24,24,0.1575757575757576
China,Yangjiang,Zhanjiang,37,39,0.14814814814814825
China,Yangliuqing Road,Shuanglin Road,12,12,0.2142857142857143
China,Yangming Qu,Yingjiang Qu,12,24,0.11919191919191918
China,Yangpu,Yanhu,6,12,0.1777777777777778
China,Yangquan Shi,Yangquan,39,6,0.11111111111111116
China,Yangzhou,Changzhou,48,40,0.11574074074074081
China,Yanhu,Yangzhou,40,12,0.125
China,Yanhu District,Longxu District,12,12,0.16031746031746041
China,Yanhu Qu,Lianhu Qu,12,12,0.11574074074074081
China,Yanji Shi,Kaili Shi,24,24,0.22222222222222232
China,Yanjiang,Zhanjiang,12,39,0.11574074074074081
China,Yanjiang District,Panji District,12,12,0.10224089635854339
China,Yanjiang Qu,Ganjingzi Qu,12,12,0.14393939393939392
China,Yanliang Qu,Hanting Qu,12,12,0.1575757575757576
China,Yanping Qu,Yanfeng Qu,24,24,0.1333333333333333
China,Yanta Qu,Hantai Qu,12,12,0.11574074074074081
China,Yantian Qu,Hanting Qu,12,12,0.1333333333333333
China,Yaodu District,Yuhu District,6,12,0.12271062271062272
China,Yaodu Qu,Yaodu,6,6,0.125
China,Yaohai Qu,Nanhai Qu,12,12,0.14814814814814825
China,Yaozhou Qu,Yanhu Qu,12,12,0.1416666666666666
China,Yibin Shi,Laibin Shi,6,6,0.10370370370370363
China,Yibing,Yixing,2,34,0.11111111111111105
China,Yichang,Yancheng,49,40,0.2420634920634921
China,Yichang Shi,Yichang,40,6,0.12121212121212133
China,Yicheng Qu,Echeng Qu,24,24,0.10370370370370363
China,Yichun,Yichun Qu,6,24,0.11111111111111116
China,Yichun Jiangxi,Yichang,40,9,0.2142857142857143
China,Yichun Qu,Yicheng Qu,24,24,0.10370370370370363
China,Yijiang Qu,Yiling Qu,6,12,0.10370370370370363
China,Yilan,Yiyang,16,23,0.1777777777777778
China,Yilan County,Hualien County,3,3,0.12950937950937957
China,Yiling Qu,Beilin Qu,24,12,0.14814814814814825
China,Yinchuan,Jinan,43,43,0.2333333333333334
China,Yindu Qu,Liandu Qu,12,12,0.11574074074074081
China,Yingjiang Qu,Lingling Qu,24,24,0.14393939393939392
China,Yingkou,Jingzhou,42,37,0.22023809523809523
China,Yingtan,Jintan,31,23,0.15079365079365092
China,Yingtan Shi,Yingtan,23,6,0.12121212121212133
China,Yingze Qu,Linghe Qu,12,12,0.14814814814814825
China,Yingzhou Qu,Jizhou Qu,24,24,0.12794612794612803
China,Yinhai,Yinchuan,43,6,0.18055555555555558
China,Yinhai District,Xishi District,6,6,0.11428571428571432
China,Yinhai Qu,Dinghai Qu,12,6,0.10370370370370363
China,Yining Shi,Xichang Shi,24,24,0.2212121212121212
China,Yinzhou,Yingzhou Qu,24,12,0.12121212121212133
China,"Yinzhou District, Tieling",Longzihu District,12,12,0.20588235294117652
China,Yinzhou Qu,Jizhou Qu,24,12,0.10370370370370363
China,Yiwu,Laiwu,37,34,0.21666666666666667
China,Yiwu Shi,Laiwu Shi,6,6,0.11574074074074081
China,Yixing,Jiaxing,41,34,0.15079365079365092
China,Yixing Shi,Yibin Shi,6,6,0.10370370370370363
China,Yixiu Qu,Yichun Qu,24,24,0.19444444444444453
China,Yiyang,Liyang,34,23,0.11111111111111105
China,Yiyang Shi,Puyang Shi,6,6,0.1333333333333333
China,Yizhou Qu,Xinzhou Qu,24,24,0.10370370370370363
China,Yongding Qu,Dongxing Qu,12,12,0.1212121212121211
China,Yongqiao Qu,Hongqi Qu,24,24,0.12794612794612803
China,Yongzhou,Cangzhou,49,32,0.16666666666666674
China,Yongzhou Shi,Yongzhou,32,6,0.11111111111111116
China,You Jiang Qu,Youjiang Qu,6,24,0.16919191919191934
China,Youjiang Qu,Suiyang Qu,24,24,0.1575757575757576
China,Youxian Qu,Louxing Qu,12,12,0.1333333333333333
China,Yuan Qu,Yanhu Qu,12,12,0.11309523809523814
China,Yuanbao Qu,Yanta Qu,12,12,0.1416666666666666
China,Yuancheng Qu,Yancheng,49,12,0.11111111111111116
China,Yuanhui Qu,Chuanhui Qu,24,24,0.16801346801346806
China,Yuanlin East Street,Desheng East Street,12,12,0.23616734143049933
China,Yuanzhou Qu,Yingzhou Qu,24,24,0.1212121212121211
China,Yubei,Yuexiu,3,12,0.1777777777777778
China,Yucheng,Yuncheng,12,18,0.13690476190476186
China,Yucheng District,Yuyang District,6,12,0.10694444444444451
China,Yucheng Qu,Acheng Qu,12,12,0.10370370370370363
China,Yuci Qu,Yichun Qu,24,24,0.12169312169312174
China,Yuecheng Qu,Yuancheng Qu,12,12,0.11919191919191918
China,Yuehu Qu,Yuanhui Qu,24,24,0.1416666666666666
China,Yuelu,Yuexiu,6,12,0.1777777777777778
China,Yuelu District,Yuzhou District,6,12,0.11428571428571432
China,Yuelu Qu,Yuexiu Qu,6,12,0.11574074074074081
China,Yuetang,Yuyang,6,12,0.15079365079365092
China,Yuetang District,Gucheng District,6,6,0.125
China,Yuetang Qu,Hetang Qu,12,6,0.10370370370370363
China,Yuexiu,Yuxi,12,33,0.11111111111111116
China,Yuexiu Qu,Yuexiu,12,12,0.11111111111111116
China,Yueyang,Deyang,39,37,0.15079365079365092
China,Yueyanglou,Yuyang,6,12,0.1333333333333333
China,Yueyanglou District,Yucheng District,6,6,0.12938596491228072
China,Yueyanglou Qu,Yuelu Qu,6,6,0.1282051282051282
China,Yufeng Qu,Yucheng Qu,12,12,0.10370370370370363
China,Yuhang Qu,Wuchang Qu,12,12,0.10370370370370363
China,Yuhu District,Yanhu District,12,12,0.10103785103785112
China,Yuhua Qu,Yuhang Qu,12,12,0.11574074074074081
China,Yuhui,Yushu,12,26,0.1333333333333333
China,Yuhui District,Yushui District,6,12,0.10555555555555551
China,Yuhui Qu,Yuhui,12,12,0.125
China,Yulin,Hualien,16,9,0.20952380952380956
China,Yulin Guangxi,Yulin,9,6,0.20512820512820518
China,Yulin Shaanxi,Yulin Guangxi,6,6,0.15384615384615397
China,Yuma Road,Shuanglin Road,12,12,0.2407407407407408
China,Yuncheng,Xuancheng,26,18,0.11574074074074081
China,Yuncheng Qu,Bincheng Qu,12,6,0.1212121212121211
China,Yuncheng Shi,Jincheng Shi,6,6,0.11111111111111105
China,Yunfu Shi,Yunfu,43,6,0.14814814814814825
China,Yunhe Qu,Yuancheng Qu,12,12,0.11111111111111116
China,Yunlin,Yulin,9,7,0.15555555555555567
China,Yunlong Qu,Huinong Qu,12,12,0.1333333333333333
China,Yunxi Qu,Youxian Qu,12,12,0.12916666666666676
China,Yunyan Qu,Xunyang Qu,12,12,0.10370370370370363
China,Yuquan Qu,Yuhua Qu,12,12,0.11574074074074081
China,Yushan Qu,Huishan Qu,12,12,0.10370370370370363
China,Yushu,Fushun,39,26,0.1777777777777778
China,Yushu Shi,Yushu,26,12,0.14814814814814825
China,Yushui,Lushui,18,12,0.11111111111111105
China,Yushui District,Yuhu District,12,12,0.15982905982905993
China,Yushui Qu,Yuanhui Qu,24,12,0.10370370370370363
China,Yuwangtai Qu,Yanta Qu,12,12,0.11111111111111116
China,Yuxi,Wuxi,44,33,0.16666666666666674
China,Yuyang,Fuyang,34,12,0.11111111111111105
China,Yuyang District,Yanhu District,12,12,0.10671550671550667
China,Yuyang Qu,Huiyang Qu,12,12,0.10370370370370363
China,Yuzhong County,Qonggyai County,12,12,0.2063492063492064
China,Yuzhou,Fuzhou,38,12,0.11111111111111105
China,Yuzhou District,Yanhu District,12,12,0.14206349206349222
China,Yuzhou Qu,Runzhou Qu,12,12,0.10370370370370363
China,Zengdu,Chengdu,56,12,0.15079365079365092
China,Zengdu District,Qindu District,6,6,0.11428571428571432
China,Zengdu Qu,Zengdu,12,6,0.11111111111111116
China,Zezhou,Dezhou,39,6,0.11111111111111105
China,Zhangdian Qu,Changan Qu,12,12,0.1166666666666667
China,Zhanggong,Zhangjiagang,12,34,0.14814814814814825
China,Zhanggong District,Shuangyang District,12,12,0.14795321637426895
China,Zhanggong Qu,Chenggong Qu,12,6,0.11111111111111105
China,Zhangjiagang,Zhanjiang,34,39,0.17592592592592593
China,Zhangjiagang Shi,Changji Shi,12,6,0.15530303030303028
China,Zhangjiajie,Zhangjiakou,36,43,0.18181818181818188
China,Zhangqiu,Zhangjiakou,43,34,0.16287878787878796
China,Zhangqiu Qu,Shangqiu,23,6,0.16287878787878796
China,Zhangwan Qu,Changjiang Qu,24,24,0.1631701631701632
China,Zhangye,Changde,39,17,0.19047619047619047
China,Zhangzhou,Cangzhou,49,32,0.11574074074074081
China,Zhangzhou Shi,Zhangzhou,32,6,0.10256410256410253
China,Zhanhe Qu,Chancheng Qu,12,12,0.14814814814814825
China,Zhanjiang,Nanjing,50,39,0.15873015873015883
China,Zhanqian,Zhanjiang,39,6,0.11574074074074081
China,Zhanqian District,Shuangqing District,24,6,0.10939112487100111
China,Zhanqian Qu,Zhangwan Qu,24,6,0.1212121212121211
China,Zhaoqing,Shaoxing,44,43,0.16666666666666674
China,Zhaotong,Zhaoqing,43,12,0.16666666666666674
China,Zhaoyang,Liaoyang,23,20,0.16666666666666674
China,Zhaoyang Qu,Chaoyang,12,12,0.16287878787878796
China,Zhaoyuan,Shaoguan,42,34,0.16666666666666674
China,Zhaoyuan Shi,Chaoyang Shi,6,6,0.11111111111111105
China,Zhenan Qu,Zhanhe Qu,12,12,0.11574074074074081
China,Zhengding County,Zengdu,12,12,0.20833333333333337
China,Zhengxiang,Chengxiang Qu,12,12,0.13589743589743586
China,Zhengxiang District,Qingcheng District,6,6,0.14175194931773882
China,Zhengxiang Qu,Zhenan Qu,12,12,0.10256410256410253
China,Zhengzhou,Changzhou,48,46,0.14814814814814825
China,Zhenjiang,Shenyang,53,25,0.19444444444444453
China,Zhenjiang Jiangsu,Zhenjiang,25,24,0.15686274509803932
China,Zhenjiang Qu,Zhengxiang Qu,12,6,0.13966588966588966
