country,to_review,suggested_standard,n1,n2,dist
India,Jalgaon,Nalgonda,47,48,0.2142857142857143
India,Jalna,Jalgaon,47,42,0.20952380952380956
India,Jalpaiguri,Jaipur,55,9,0.18888888888888888
India,Jamnagar,Jalna,42,42,0.2333333333333334
India,Jamshedpur,Jaipur,55,33,0.2222222222222222
India,Jaykaypur,Jabalpur,53,9,0.19444444444444453
India,Jhargram,Jharia,6,45,0.18055555555555558
India,Jharia,Jhansi,48,45,0.22222222222222232
India,Jharsuguda,Jharia,45,15,0.2222222222222222
India,Jorapokhar,Gorakhpur,12,6,0.24550264550264556
India,Kalamb,Khatla,12,15,0.22222222222222232
India,Kalimpong,Karimnagar,6,30,0.24444444444444446
India,Kalinga Nagar,Karimnagar,24,30,0.23653846153846148
India,Kalyani,Katni,9,12,0.20952380952380956
India,Kamarpur,Sambalpur,15,42,0.19444444444444453
India,Kanpur,Nagpur,57,66,0.22222222222222232
India,Karaikal,Kakinada,36,15,0.2222222222222222
India,Karimnagar,Jamnagar,42,30,0.1416666666666666
India,Karwar,Dharwar,9,3,0.15079365079365092
India,Kashipur,Jaipur,55,27,0.18055555555555558
India,Kharagpur,Bharatpur,12,12,0.14814814814814825
India,Kharaori,Kharagpur,12,6,0.19444444444444453
India,Kharaori*,Kharagpur,12,6,0.22222222222222232
India,Khatla,Khanna,45,15,0.22222222222222232
India,Kohima,Kochi,49,45,0.1777777777777778
India,Kolar,Kolhapur,24,51,0.125
India,Kolhapur,Solapur,51,54,0.13095238095238093
India,Konark,Kolar,24,18,0.1777777777777778
India,Korba,Kota,48,51,0.21666666666666667
India,Kothagudem,Kota,51,22,0.20000000000000007
India,Kothur,Kolhapur,51,18,0.18055555555555558
India,Kotladoom,Kota,51,6,0.18518518518518512
India,Kotladoom*,Kota,51,6,0.20000000000000007
India,Kottayam,Kota,51,48,0.16666666666666674
India,Krishnanagar,Karimnagar,30,9,0.19074074074074088
India,Kusunda,Kundaim,27,15,0.19047619047619047
India,Lakhimpur,Jaipur,55,33,0.20370370370370372
India,Madhyamgram,Mandya,3,33,0.23737373737373735
India,Malappuram,Badlapur,42,18,0.21666666666666667
India,Malapuram,Badlapur,42,27,0.19444444444444453
India,Malda,Haldia,45,9,0.1777777777777778
India,Maldah,Haldia,45,3,0.22222222222222232
India,Manali,Mangalore,39,42,0.20370370370370372
India,Mandi Gobindgarh,Chandigarh,48,15,0.2333333333333334
India,Mandya,Manali,39,33,0.22222222222222232
India,Mangan,Raniganj,12,40,0.18055555555555558
India,Margao,Mangalore,42,24,0.20370370370370372
India,Marhi,Margherita,33,9,0.16666666666666674
India,Marmagao,Margao,24,15,0.13888888888888884
India,Mathura,Madurai,49,27,0.19047619047619047
India,Medinipur,Udaipur,9,57,0.24338624338624348
India,Mettur,Meerut,34,27,0.1777777777777778
India,Moradabad,Faridabad,40,27,0.1957671957671958
India,Mormugao,Margao,24,9,0.18055555555555558
India,Muradabad,Moradaad,15,6,0.11574074074074081
India,Mureedke,Medak,6,6,0.2333333333333334
India,Muzaffarnagar,Muzaffarpur,6,21,0.1631701631701632
India,Nagaland,Nagaon,9,45,0.18055555555555558
India,Nagaon,Jalgaon,47,45,0.15079365079365092
India,Nagda,Nalgonda,45,48,0.125
India,Nahan,Naudhrani,2,6,0.14814814814814825
India,Naharlagun,Nalagarh,12,45,0.23690476190476195
India,Nalbari,Nalagarh,45,45,0.22023809523809523
India,Namchi,Nashik,12,64,0.22222222222222232
India,Naudhrani,Madurai,49,6,0.2142857142857143
India,Naudhrani*,Madurai,49,3,0.23650793650793656
India,Nizamabad,Ghaziabad,45,24,0.1957671957671958
India,Panchkula,Patencheru,12,27,0.24444444444444446
India,Patancheru,Patencheru,2,27,0.14074074074074072
India,Pathankot,Patna,21,40,0.2148148148148148
India,Patlara,Patiala,54,6,0.15079365079365092
India,Patlara*,Patiala,54,6,0.1865079365079365
India,Patna,Panaji,48,40,0.1777777777777778
India,Pimpri- Chinchwad,Pimpri,12,9,0.21568627450980393
India,Pimpri-Chinchwad,Pimpri,12,12,0.20833333333333337
India,Pithampur,Lakhimpur,33,3,0.1957671957671958
India,Pondicherry,Puducherry,2,34,0.1575757575757576
India,Prithampur,Berhampur,42,12,0.17407407407407405
India,Purulia,Puri,18,9,0.14285714285714302
India,Raebareli,Nalbari,45,43,0.24338624338624348
India,Raichur,Raipur,21,48,0.15079365079365092
India,Raigarh,Chandigarh,48,9,0.18095238095238098
India,Raigun,Ramagundam,3,39,0.2222222222222222
India,Raigunj,Raniganj,6,40,0.2142857142857143
India,Raipur,Jaipur,55,48,0.11111111111111105
India,Rajgangpur,Kanpur,57,15,0.2222222222222222
India,Rajgir,Raigarh,9,9,0.21746031746031746
India,Rakhra,Rishra,3,9,0.22222222222222232
India,Rambagh,Ranaghat,3,9,0.22023809523809523
India,Rampurhat,Raipur,48,9,0.20370370370370372
India,Ranaghat,Ravangla,9,12,0.2222222222222222
India,Rasulpur,Rudrapur,6,30,0.2222222222222222
India,Ravangla,Daranga,27,12,0.22023809523809523
India,Rayagada,Wayanad,42,45,0.22023809523809523
India,Rohila,Roha,11,6,0.11111111111111116
India,Rohila*,Roha,11,6,0.14285714285714302
India,Rudrapur,Durgapur,51,30,0.16666666666666674
India,Rupnagar,Itnagar,12,3,0.22023809523809523
India,Saharanpur,Chandrapur,60,24,0.21666666666666667
India,Sambalpur,Jabalpur,53,42,0.11574074074074081
India,Sangareddy,Sagar,39,21,0.16666666666666674
India,Sangrur,Sanguem,15,27,0.19047619047619047
India,Sanguem,Salem,45,27,0.20952380952380956
India,Sankrail,Satna,21,35,0.2333333333333334
India,Saraikela,Karaikal,15,6,0.16335978835978837
India,Sasaram,Sagar,39,9,0.20952380952380956
India,Satna,Patna,40,35,0.1333333333333333
India,Shahbazpur,Sambalpur,42,3,0.17407407407407405
India,Shimaga,Shimla,18,42,0.15079365079365092
India,Shimla,Kohima,45,42,0.22222222222222232
India,Shimoga,Shimaga,18,6,0.15079365079365092
India,Sibsagar,Sagar,39,36,0.125
India,Silcher,Talcher,6,39,0.19047619047619047
India,Simla,Shimaga,18,15,0.20952380952380956
India,Singrauli,Sangli,45,30,0.20370370370370372
India,Singtam,Singrauli,30,12,0.24338624338624348
India,Sivasagar,Silvassa,30,6,0.19444444444444453
India,Srinagar,Sibsagar,36,15,0.16666666666666674
India,Suri,Puri,18,9,0.16666666666666674
India,Tirathpur,Fatehpur,6,3,0.19444444444444453
India,Tirathpur*,Fatehpur*,6,3,0.17407407407407405
India,Tulasipur,Bilaspur,27,3,0.19444444444444453
India,Tumkur,Timukuru,15,3,0.13888888888888884
India,Tura,Surat,43,36,0.21666666666666667
India,Ulhasnagar,Jamnagar,42,39,0.21666666666666667
India,Ultadanga,Ulhasnagar,39,3,0.22169312169312172
India,Una,Unnao,39,42,0.1333333333333333
India,Vijayawada,Vijaywada,21,27,0.10740740740740751
India,Visikhapatnam,Visakhapatnam,13,2,0.16239316239316248
India,Vizag,Vizianagaram,10,30,0.19444444444444442
India,Warangal,Wayanad,42,45,0.22023809523809523
India,Yamunanagar,Jamnagar,42,27,0.21049783549783552
Indonesia,Dki Jakarta,Jakarta,12,16,0.19264069264069272
Indonesia,Jakarta Central,Jakarta,16,12,0.1777777777777778
Indonesia,Jakarta South,Jakarta,16,12,0.15384615384615397
Indonesia,South Tangerang,South Sumatera,15,3,0.2063492063492064
Iran,Ahwaz,Ahvaz,44,1,0.1333333333333333
Iran,Bourojerd,Boujnord,7,7,0.16335978835978837
Iran,Dehloran,Tehran,7,67,0.18055555555555558
Iran,Hamadan,Hamedan,31,32,0.15079365079365092
Iran,Kangan,Zanjan,7,32,0.22222222222222232
Iran,Kerman,Tehran,43,67,0.22222222222222232
Iran,Kermanshah,Kerman,43,29,0.1333333333333333
Iran,Khoramabad,Khoram Abad,10,3,0.13097643097643097
Iran,Mehran,Tehran,7,67,0.11111111111111105
Iran,Nazarabad,Najafabad,7,7,0.14814814814814825
Iran,Qazvin,Ghazvin,28,20,0.15079365079365092
Iran,Rasht,Pakdasht,21,10,0.2333333333333334
Iran,"Rasht, Guilan",Rasht,10,3,0.20512820512820518
Iran,Rashtn Guilan,Rasht,10,3,0.20512820512820518
Iran,Sanandaj,Sanndaj,8,16,0.11309523809523814
Iran,Shahinshahr,Shahryar,7,28,0.23484848484848486
Iran,Shahre Kord,Shahre Ghods,7,7,0.14393939393939392
Iran,Uromieh,Urmia,19,7,0.20952380952380956
Iran,Uromiyeh,Urmia,19,1,0.2333333333333334
Iran,Yasoj,Yasuj,4,19,0.1333333333333333
Ireland,Balbriggan,Banbridge,1,4,0.24444444444444446
Ireland,Cork City,Cork,42,27,0.18518518518518512
Ireland,Dublin 3,Dublin City,21,32,0.16287878787878796
Ireland,Dublin 8,Dublin City,3,32,0.16287878787878796
Ireland,Dublin City,Dublin,33,32,0.1515151515151516
Ireland,Ennis,Enniscorthy,7,21,0.18181818181818188
Ireland,Galway City,Galway,27,18,0.1515151515151516
Ireland,Navan,Cavan,6,6,0.1333333333333333
Ireland,Wexford,Waterford,15,13,0.2420634920634921
Israel,Beersheva,Beer Sheva,49,2,0.10370370370370363
Israel,Bene Beraq,Bnei Brak,18,28,0.22169312169312172
Israel,Bene Darom,Bene Atarot,15,15,0.1575757575757576
Israel,Elyakhin,Elyaqim,9,18,0.22023809523809523
Israel,Gadera,Hadera,2,22,0.11111111111111105
Israel,Gan Hadarom,Bat Hadar,46,18,0.19528619528619529
Israel,Gvar'am,Gevar Am,18,16,0.22023809523809523
Israel,Gvaram,Gevar Am,18,12,0.18055555555555558
Israel,Karmei Yosef - Gezer Region,Karmei Yosef,30,2,0.18518518518518512
Israel,Karmiyya,Karmiel,19,15,0.22023809523809523
Israel,Kefar Sava,Kefar Masaryk,15,12,0.19487179487179485
Israel,Kfar Masarik,Kefar Sava,12,1,0.23888888888888893
Israel,Kibbutz Sde Yoav,Kibbutz Erez,2,2,0.22916666666666674
Israel,Kiryat Bialik,Kiryat Ata,31,28,0.19487179487179485
Israel,Kiryat Malachi,Qiryat Mal Akhi,2,18,0.16031746031746041
Israel,Kiryat Malahi,Kiryat Ata,31,28,0.19487179487179485
Israel,Kiryat Tivon,Kiryat Ata,31,28,0.23888888888888893
Israel,Nir Israel,Nir Galim,46,28,0.24444444444444446
Israel,Nir Yisra El,Nir Israel,28,18,0.1777777777777778
Israel,Park Hacarmel,Park_hacarmel,9,12,0.10256410256410253
Israel,Petah Tiqwa,Petah Tikva,28,15,0.1212121212121211
Israel,Qiryat Bialik,Qiryat Gat,15,18,0.19487179487179485
Israel,Qiryat Gat,Qiryat Atta,18,18,0.13097643097643097
Israel,Qiryat Mal Akhi,Kiryat Malahi,28,18,0.14017094017094034
Israel,Qiryat Motzkin,Qiryat Tivon,12,18,0.18412698412698414
Israel,Qiryat Tivon,Qiryat Gat,18,18,0.23888888888888893
Israel,Qiryat Yam,Qiryat Gat,18,15,0.1333333333333333
Israel,Sde Yo Av,Sde Yo'av,12,16,0.14814814814814825
Israel,Sde Yo'av,Sede Yo Av,16,18,0.22169312169312172
Israel,Sederot,Sderot,30,18,0.10317460317460314
Israel,Tel Aviv-Yafo,Tel Aviv,65,2,0.1282051282051282
Italy,Acerra,Lucera,36,56,0.22222222222222232
Italy,Acri,Adria,40,44,0.21666666666666667
Italy,Adria,Aprilia,44,58,0.20952380952380956
Italy,Agrigento,Trento,24,65,0.20370370370370372
Italy,Alatri,Alessandria,58,62,0.23737373737373735
Italy,Albes,Albenga,62,24,0.20952380952380956
Italy,Albisola Marina,Alba,58,15,0.24444444444444446
Italy,Albisola Superiore,Albisola Marina,15,15,0.21851851851851856
Italy,Altamura,Alatri,58,54,0.24722222222222212
Italy,Aosta,Asti,57,60,0.21666666666666667
Italy,Arcevia,Adria,44,24,0.20952380952380956
Italy,Archi,Acri,40,21,0.15000000000000013
Italy,Arese,Varese,6,64,0.1777777777777778
Italy,Argenta,Magenta,32,58,0.19047619047619047
Italy,Ariano Irpino,Ariano Irpino Martiri,9,15,0.12698412698412698
Italy,Arnesano,Gressan,7,15,0.22023809523809523
Italy,Asiago,Filago,30,37,0.22222222222222232
Italy,Atessa,Aversa,6,9,0.22222222222222232
Italy,Augusta,Aosta,57,43,0.20952380952380956
Italy,Aurelia,Amelia,51,15,0.15079365079365092
Italy,Avellino,Belluno,50,62,0.22023809523809523
Italy,Aversa,Acerra,36,9,0.22222222222222232
Italy,Baceno,Bolano,27,54,0.22222222222222232
Italy,Bagheria,Bari,3,62,0.16666666666666674
Italy,Battipaglia,Quattromiglia,30,38,0.21911421911421924
Italy,Besenzone,Bressanone,34,58,0.17407407407407405
Italy,Bojano,Bolano,12,54,0.11111111111111105
Italy,Bolano,Bologna,54,65,0.21746031746031746
Italy,Borgo D'ale,Borgomanero,24,55,0.24242424242424254
Italy,Borgosesia,Brescia,62,66,0.23650793650793656
Italy,Bormida Genepro,Borgomanero,55,24,0.23097643097643095
Italy,Bormida-Genepro,Borgomanero,55,8,0.23097643097643095
Italy,Bormio,Torino,58,66,0.22222222222222232
Italy,Bragno,Bergamo,65,32,0.21746031746031746
Italy,Breo,Bressanone,27,58,0.20000000000000007
Italy,Bressanone,Frosinone,58,62,0.24444444444444446
Italy,Brufa,Brugnera,27,45,0.2333333333333334
Italy,Busseto,Grosseto,27,62,0.22023809523809523
Italy,Calenzano,Faenza,6,62,0.20370370370370372
Italy,Caltanissetta,Catania,3,40,0.2271062271062272
Italy,Calusco D Adda,Calusco D'adda,30,32,0.12301587301587302
Italy,Campi Bisenzio,Ciampino,6,58,0.22619047619047628
Italy,Cantu,Cantalupo Ligure,32,31,0.22916666666666674
Italy,Capoterra,Matera,12,39,0.20370370370370372
Italy,Carbonia,Parona,18,58,0.18055555555555558
Italy,Carde,Carcare,52,24,0.20952380952380956
Italy,Carmagnola,Cremona,6,65,0.23650793650793656
Italy,Carpi,Bari,62,58,0.21666666666666667
Italy,Carrara,Ferrara,58,64,0.19047619047619047
Italy,Casale Monferrato,Colleferro,55,58,0.24575163398692812
Italy,Casalgrande,Castellarano,6,62,0.24368686868686873
Italy,Casarotti,Caserta,32,59,0.2420634920634921
Italy,Cascina,Casoria,6,12,0.19047619047619047
Italy,Caserta,Castellarano,59,62,0.23412698412698407
Italy,Casirate D Adda,Calusco D Adda,30,30,0.2063492063492064
Italy,Casirate D'adda,Casirate D Adda,30,5,0.11452991452991446
Italy,Casoria,Casarotti,32,12,0.14550264550264558
Italy,Cassano D Adda,Calusco D Adda,30,30,0.14285714285714302
Italy,Cassano D'adda,Cassano D Adda,30,26,0.12301587301587302
Italy,Castel Di Sangro,Castellarano,32,62,0.2138888888888889
Italy,Castelluccio,Castellarano,62,32,0.22222222222222232
Italy,Catania,Latina,40,58,0.21746031746031746
Italy,Catanzaro,Catania,40,40,0.15873015873015883
Italy,Ceccano,Lecco,58,64,0.20952380952380956
Italy,Cengio,Cento,20,58,0.1777777777777778
Italy,Cento,Trento,58,65,0.1777777777777778
Italy,Cepagatti,Casarotti,32,24,0.22222222222222232
Italy,Cerano,Merano,52,58,0.11111111111111105
Italy,Cervia,Cerano,52,34,0.22222222222222232
Italy,Cesena,Leonessa,58,62,0.24722222222222212
Italy,Chiampo,Ciampino,54,58,0.13095238095238093
Italy,Chiavari,Chieri,47,58,0.18055555555555558
Italy,Chiavenna,Ravenna,6,64,0.15873015873015883
Italy,Chieti,Chieri,58,24,0.11111111111111105
Italy,Chioggia,Ciconia,6,51,0.22023809523809523
Italy,Chitignano,Cisternino,34,39,0.24761904761904763
Italy,Ciconia,Guidonia,51,59,0.22023809523809523
Italy,Cigliano,Quiliano,27,38,0.16666666666666674
Italy,Cisternino,Misterbianco,39,43,0.21944444444444444
Italy,Citta Sant Angelo,Citta Di Castello,56,3,0.23774509803921562
Italy,Citta' Sant'angelo,Citta Di Castello,56,3,0.2472766884531591
Italy,Civita Castellana,Citta Di Castello,56,54,0.22096530920060342
Italy,Civitanova Alta,Civitanova Marche,24,30,0.16470588235294126
Italy,Civitanova Marche,Catania,40,30,0.24369747899159666
Italy,Claut,Cantu,31,6,0.21666666666666667
Italy,Codogno,Modugno,58,61,0.19047619047619047
Italy,Cogne,Codogno,58,3,0.20952380952380956
Italy,Colbordolo,Colorno,6,58,0.18095238095238098
Italy,Colico,Corsico,3,6,0.15079365079365092
Italy,Colico Piano,Colorno,51,58,0.2142857142857143
Italy,Colleatterrato Alto,Colleferro,15,58,0.2087719298245614
Italy,Colorno,Codogno,58,58,0.19047619047619047
Italy,Corbiolo,Torchiarolo,27,36,0.23484848484848486
Italy,Cormano,Cerano,52,18,0.15079365079365092
Italy,Cornale,Conegliano,62,54,0.23650793650793656
Italy,Corsico,Corbiolo,27,6,0.22023809523809523
Italy,Corte De'cortesi Con Cignone,Corte De' Cortesi Con Cignone,12,3,0.10896734172596245
Italy,Cosenza,Cesena,58,48,0.21746031746031746
Italy,Cossato,Grosseto,58,62,0.22023809523809523
Italy,Darfo,Darfo Boario Terme,27,38,0.2407407407407408
Italy,Dernice,Terni,35,62,0.20952380952380956
Italy,Druento,Trento,34,65,0.15079365079365092
Italy,Egna,Enna,6,43,0.16666666666666674
Italy,Empoli,Napoli,6,63,0.22222222222222232
Italy,Fabriano,Fiorano,6,27,0.1865079365079365
Italy,Faenza,Piacenza,62,64,0.18055555555555558
Italy,Fanna,Faenza,62,6,0.1777777777777778
Italy,Fano,Ferno,51,58,0.21666666666666667
Italy,Febbio,Gubbio,28,62,0.22222222222222232
Italy,Ferrandina,Ferrara,27,64,0.18095238095238098
Italy,Ferriera Pontasso,Ferrera Erbognone,30,15,0.23529411764705888
Italy,Fidenza,Faenza,62,6,0.15079365079365092
Italy,Figline E Incisa Valdarno,Figline Valdarno,9,18,0.1825
Italy,Filago,Foligno,37,62,0.21746031746031746
Italy,Fiorano,Fiorano Modenese,27,34,0.1875
Italy,Floridia,Gorizia,6,61,0.22023809523809523
Italy,Foen,Ferno,58,27,0.21666666666666667
Italy,Foggia,Moggio,54,60,0.22222222222222232
Italy,Forli,Foligno,62,62,0.20952380952380956
Italy,Francavilla Al Mare,Francavilla Fontana,24,56,0.21052631578947378
Italy,Frosinone,Foligno,62,62,0.24338624338624348
Italy,Gaeta,Caserta,59,48,0.20952380952380956
Italy,Gallarate,Gambara,6,54,0.24338624338624348
Italy,Gallio,Gavello,27,31,0.15079365079365092
Italy,Garna,Parona,28,58,0.1777777777777778
Italy,Gavello,Avellino,50,31,0.22023809523809523
Italy,Gela,Gaeta,48,43,0.21666666666666667
Italy,Genga,Genova,6,65,0.1777777777777778
Italy,Giudecca,Lucca,27,58,0.2333333333333334
Italy,Gonnesa,Donnas,54,6,0.21746031746031746
Italy,Grado,Gherardi,32,24,0.2333333333333334
Italy,Grado Pineta,Grado,24,24,0.19444444444444442
Italy,Gressan,Bressanone,58,15,0.18095238095238098
Italy,Guagnano,Garna,28,7,0.2333333333333334
Italy,Guardia Perticara,Guardiaregia,12,51,0.17572786690433762
Italy,Guidonia Montecelio,Guidonia,59,5,0.19298245614035092
Italy,Isernia,Terni,47,62,0.20952380952380956
Italy,L'aquila,L Aquila,27,27,0.16666666666666674
Italy,Laives,Laces,62,34,0.1777777777777778
Italy,Lallio,Gallio,27,6,0.11111111111111105
Italy,Latina Scalo,Latina,58,32,0.16666666666666674
Italy,Lavello,Avellino,50,44,0.22023809523809523
Italy,Lecce,Lecco,62,64,0.1333333333333333
Italy,Leini,Assemini,57,56,0.2333333333333334
Italy,Ligonchio,Livorno,27,65,0.24338624338624348
Italy,Locri,Lodi,46,62,0.21666666666666667
Italy,Loreggiola,Foggia,54,27,0.2222222222222222
Italy,Loreto,Loreggiola,27,6,0.2222222222222222
Italy,Lucera,Lucca,58,56,0.1777777777777778
Italy,Macerata,Macomer,47,52,0.22023809523809523
Italy,Magenta,Mantova,58,62,0.19047619047619047
Italy,Magione,Mesagne,56,58,0.19047619047619047
Italy,Maglie,Magione,56,6,0.15079365079365092
Italy,Majano,Merano,12,58,0.22222222222222232
Italy,Malisana,Galatina,58,28,0.2222222222222222
Italy,Mammola,Imola,58,35,0.20952380952380956
Italy,Manduria,Andria,54,6,0.18055555555555558
Italy,Maranello,Majano,12,6,0.20370370370370372
Italy,Marmirolo,Mammola,35,6,0.24338624338624348
Italy,Martellago,Maranello,6,6,0.16620370370370363
Italy,Masone,Magione,56,6,0.15079365079365092
Italy,Massa,Massafra,35,42,0.125
Italy,Massafra,Sassari,42,61,0.22023809523809523
Italy,Matera,Macerata,47,39,0.18055555555555558
Italy,Meda,Modena,34,65,0.19444444444444453
Italy,Melilli,Melfi,43,43,0.20952380952380956
Italy,Merano,Ferno,58,58,0.1777777777777778
Italy,Merate,Monserrato,38,54,0.2222222222222222
Italy,Meri,Melfi,43,3,0.21666666666666667
Italy,Messina,Massa,35,30,0.20952380952380956
Italy,Migliaro,Cigliano,27,27,0.16666666666666674
Italy,Mignanego,Magione,56,9,0.2420634920634921
Italy,Milano Marittima,Milano,66,27,0.20833333333333337
Italy,Milazzo,Milano,66,34,0.15079365079365092
Italy,Mira,Mirandola,6,7,0.18518518518518512
Italy,Mirandola,Merano,58,7,0.20370370370370372
Italy,Misterbianco,Viterbo,43,62,0.2142857142857143
Italy,Molinella,Melilli,43,8,0.24338624338624348
Italy,Mondaino,Mondovi,7,24,0.1865079365079365
Italy,Mondovi,Monopoli,24,60,0.22023809523809523
Italy,Monselice,Montecerboli,6,52,0.23148148148148162
Italy,Monserrato,Lonato,54,54,0.2222222222222222
Italy,Montale,Montesolaro,8,27,0.1688311688311689
Italy,Monte Marcone,Monte Romano,15,21,0.2229344729344731
Italy,Monte Romano,Montemonaco,21,42,0.1525252525252525
Italy,Monte Sant Angelo,Monte Romano,21,3,0.24019607843137258
Italy,Montebello Vicentino,Montecerboli,51,52,0.23838383838383836
Italy,Montecatini Terme,Monte Marcone,15,3,0.24468668586315656
Italy,Montecchio Maggiore,Fontechiari,62,6,0.22153110047846902
Italy,Montemaggio,Montemurro,17,21,0.2212121212121212
Italy,Montemarciano,Montemonaco,6,42,0.1572261072261072
Italy,Montemurlo,Montemarciano,6,6,0.19487179487179485
Italy,Montemurro,Monserrato,54,21,0.20000000000000007
Italy,Montesilvano,Conegliano,62,30,0.21944444444444444
Italy,Montesilvano Marina,Montesilvano,30,24,0.12280701754385959
Italy,Montesolaro,Montemonaco,42,27,0.18181818181818188
Italy,Montopoli In Val D'arno,Monopoli,60,3,0.21739130434782616
Italy,Montopoli In Val Darno,Monopoli,60,3,0.21212121212121215
Italy,Monza,Modena,65,40,0.1777777777777778
Italy,Monzambano,Monza,40,6,0.16666666666666674
Italy,Morbegno,Modugno,61,58,0.22023809523809523
Italy,Morgex,Morbegno,58,13,0.24722222222222212
Italy,Morsano,Merano,58,27,0.15079365079365092
Italy,Morsano Al Tagliamento,Morsano,27,21,0.2272727272727273
Italy,Mortara,Perticara,6,27,0.24338624338624348
Italy,Muggia,Foggia,54,28,0.22222222222222232
Italy,Naples,Napoli,6,63,0.22222222222222232
Italy,Narni,Bari,62,33,0.21666666666666667
Italy,Narni Scalo,Narni,33,29,0.18181818181818188
Italy,Nuraxi Figus,Nuraminis,57,12,0.21296296296296302
Italy,Olbia,Alba,58,52,0.21666666666666667
Italy,Oleggio,Valleggia,6,27,0.24338624338624348
Italy,Orbassano,Cassino,62,30,0.24338624338624348
Italy,Oristano,Morsano,27,24,0.22023809523809523
Italy,Ortona,Parona,9,58,0.22222222222222232
Italy,Ottati,Ottana,24,12,0.22222222222222232
Italy,Palermo,Salerno,44,54,0.19047619047619047
Italy,Papariano,Capannori,60,45,0.24338624338624348
Italy,Paringianu,Parona,12,58,0.2222222222222222
Italy,Parona,Parma,66,58,0.1777777777777778
Italy,Partinico,Papariano,45,43,0.22222222222222232
Italy,Pasta,Caserta,59,27,0.20952380952380956
Italy,Pavia,Padova,65,63,0.1777777777777778
Italy,Pedagne,Mesagne,58,32,0.19047619047619047
Italy,Pero,Pesaro,6,54,0.11111111111111116
Italy,Perticara,Pescara,27,57,0.2420634920634921
Italy,Pesaro,Pescara,54,57,0.15079365079365092
Italy,Piacenza D Adige,Piacenza,64,27,0.16666666666666674
Italy,Pieve D'alpago,Pieve D Alpago,30,4,0.13690476190476186
Italy,Pineta,Potenza,27,44,0.21746031746031746
Italy,Pisticci Scalo,Pistoia,36,58,0.23809523809523814
Italy,Poggibonsi,Moggio,60,56,0.2222222222222222
Italy,Polistena,Cosenza,48,46,0.24338624338624348
Italy,Pollein,Polla,24,3,0.20952380952380956
Italy,Pomarance,Parma,66,7,0.24814814814814823
Italy,Pomigliano D'arco,Corigliano Calabro,17,9,0.20915032679738566
Italy,Pontedera,Potenza,6,44,0.2420634920634921
Italy,Porcari,Porcia,6,51,0.10317460317460314
Italy,Pordenone,Bressanone,58,49,0.24444444444444446
Italy,Porretta Terme,Montecatini Terme,3,2,0.2496816908581615
Italy,Portici,Partinico,43,9,0.2142857142857143
Italy,Porto Tolle,Porto Torres,6,30,0.14393939393939392
Italy,Potenza,Polistena,46,44,0.15873015873015883
Italy,Pozzallo,Polla,24,3,0.19166666666666676
Italy,Prata Di Pordenone,Prato,6,66,0.2407407407407408
Italy,Prato Del Mare,Prato,66,3,0.2142857142857143
Italy,Prese Montone,Cairo Montenotte,62,3,0.2352564102564103
Italy,Propata,Prato,66,9,0.1952380952380952
Italy,Quartu Sant Elena,Quartu Sant'elena,3,24,0.1006535947712418
Italy,Quiliano,Milano,66,38,0.18055555555555558
Italy,Reggio Calabria,Reggio Di Calabria,19,27,0.1333333333333333
Italy,Reggio Di Calabria,Reggio Emilia,27,32,0.22636622636622628
Italy,Reggio Emilia,Reggio Nell Emilia,32,34,0.14387464387464388
Italy,Reggio Nell'emilia,Reggio Emilia,32,5,0.17841880341880345
Italy,Renon,Ravenna,64,54,0.20952380952380956
Italy,Riesci,Rieti,27,62,0.1777777777777778
Italy,Rivolta D Adda,Calusco D Adda,30,3,0.2238095238095238
Italy,Rivolta D'adda,Rivolta D Adda,3,3,0.12301587301587302
Italy,Rosignano Marittimo,Milano Marittima,27,6,0.20622469635627538
Italy,Sacile,Saliceto,44,58,0.13888888888888884
Italy,Salerno,Ferno,58,54,0.20952380952380956
Italy,Saliceto,Spoleto,58,62,0.22023809523809523
Italy,San Gavino Monreale,San Giuliano Terme,24,32,0.24913780176938072
Italy,San Giovanni La Punta,San Giovanni Al Natisone,44,3,0.19992997198879559
Italy,San Giuliano Milanese,San Giuliano Terme,24,32,0.15079365079365092
Italy,San Lazzaro,Catanzaro,40,30,0.24290524290524296
Italy,San Lazzaro Di Savena,San Lazzaro,30,28,0.15873015873015883
Italy,San Leo,San Severo,24,40,0.18095238095238098
Italy,San Martino Buon Albergo,San Martino Spino,6,27,0.2215219421101775
Italy,San Martino In Freddana Monsagrati,San Martino In Trignano,27,56,0.1775943579012632
Italy,San Martino Spino,San Martino In Trignano,56,27,0.17737993748223935
Italy,San Paolo,San Rocco,27,32,0.22222222222222232
Italy,San Pietro Avellana,San Pietro Vernotico,27,58,0.22192982456140342
Italy,San Remo,San Leo,24,18,0.13095238095238093
Italy,San Rocco,San Rocco Al Porto,32,34,0.16666666666666674
Italy,San Vitaliano,San Paolo,27,15,0.22792022792022804
Italy,Sanremo,San Remo,18,9,0.13095238095238093
Italy,Sant Antioco,San Rocco,32,6,0.21296296296296302
Italy,Sant Apollinare,San Pietro Avellana,27,27,0.24089390142021727
Italy,Sant'antioco,Sant Antioco,6,3,0.11111111111111105
Italy,Sant'eufemia A Maiella,Sant Eufemia A Maiella,15,6,0.10227272727272729
Italy,Santa Colomba Ii,San Paolo,27,21,0.24537037037037046
Italy,Santa Giustina In Colle,Santa Giusta,51,1,0.1594202898550725
