Region;iso3;Country;City/Town;concentrationPM10;AnnualmeanPM25;Year;nbLocationsPM25;Temporal coverage;Reference;Latitude;Longitude;convertionPM10;convertionPM25;nbLocationspm10;version;convertedpm10;convertedpm25
Emr LMI;AFG;Afghanistan;Kabul;260;86;2009;1 station, 1 station: urban;;"Magnusson et al., Broad Exposure Screening of Air Pollutants in the Occupational Environment of Swedish Soldiers Deployed in Afghanistan; MILITARY MEDICINE, 177, 3:318, 2012";;;measured data;measured data;1 station, 1 station: urban;2016;FALSE;FALSE
Emr LMI;AFG;Afghanistan;Mazar-e Sharif;334;68;2009;1 station, 1 station: urban outskirts;;"Magnusson et al., Broad Exposure Screening of Air Pollutants in the Occupational Environment of Swedish Soldiers Deployed in Afghanistan; MILITARY MEDICINE, 177, 3:318, 2012";;;measured data;measured data;1 station, 1 station: urban outskirts;2016;FALSE;FALSE
Eur LMI;ALB;Albania;TIRANA;32;16;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;AND;Andorra;Escaldes-Engordany;18;11;2014;1 station, urban;;Qualitat de l'aire a Andorra;;;measured data;measured data;1 station, urban;2016;FALSE;FALSE
Amr HI;ARG;Argentina;Buenos Aires;26;14;2015;;;Agencia de Proteccion Ambiental, Buenos Aires;;;measured data;converted from PM10;3 stations, residencial commercial;2016;FALSE;TRUE
Wpr HI;AUS;Australia;Adelaide;17;7;2014;2 stations, Residential (outer urban);;Environment Protection Authority;;;measured data;measured data;7 stations, Residential (outer urban) and residential/light industry;2016;FALSE;FALSE
Wpr HI;AUS;Australia;Albany;16;7;2014;;;http://www.der.wa.gov.au/your-environment/air;;;measured data;converted from PM10;1 station, rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Albury;16;7;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;1 station, Rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Ayr;20;9;2014;;;http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/network-stations/;;;measured data;converted from PM10;1 station, Rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Bathurst;15;6;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;1 station, Rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Brisbane;16;6;2014;4 stations, Residential (inner urban);;http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/network-stations/;;;measured data;measured data;8 stations, Residential (inner urban);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Bunbury;16;8;2014;1 station, rural (small town);;http://www.der.wa.gov.au/your-environment/air;;;measured data;measured data;1 station, rural (small town);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Busselton;17;7;2014;1 station, rural (small town);;http://www.der.wa.gov.au/your-environment/air;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Canberra;16;7;2014;1 station, Monash district playing fields;;http://www.environment.act.gov.au/__data/assets/pdf_file/0005/745646/2014-ACT-Air-Quality-Report-v1-0.pdf;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Central Coast;13;6;2014;1 station, race course;;http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Collie;19;8;2014;;;http://www.der.wa.gov.au/your-environment/air;;;measured data;converted from PM10;1 station, rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Darwin;19;8;2014;1 station, residential;;http://www.ntepa.nt.gov.au/__data/assets/pdf_file/0011/359048/nepm_compliance_report_nt_2014.pdf;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Devonport, Tasmania;15;6;2013;1 station, residential;;Environment Protection Authority;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Geelong;18;8;2014;;;EPA Victoria, Environment Protection Authority Macleod;;;measured data;converted from PM10;1 station, Residential/Light Industry;2016;FALSE;TRUE
Wpr HI;AUS;Australia;Geraldton;22;10;2014;;;http://www.der.wa.gov.au/your-environment/air;;;measured data;converted from PM10;1 station, rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Gladstone;14;5;2014;4 stations, Residential (outer urban);;http://www.qld.gov.au/environment/pollution/monitoring/air-monitoring/network-stations/;;;measured data;measured data;4 stations, Residential (outer urban);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Hobart, Tasmania;14;6;2013;1 station, residential;;Environment Protection Authority;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;La Trobe Valley;20;10;2014;3 stations, residential, rural;;http://www.epa.vic.gov.au/our-work/monitoring-the-environment/monitoring-victorias-air/monitoring-results/~/media/Files/Our%20work/Monitoring%20the%20environment/Monitoring%20Vics%20air/monitoring%20results/2013-data-tables.pdf;;;measured data;measured data;2 stations, residential, rural;2016;FALSE;FALSE
Wpr HI;AUS;Australia;Launceston, Tasmania;19;8;2013;1 station, Rural (small town);;Environment Protection Authority;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Lower Hunter;17;7;2014;3 stations, high school;;http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Mackay;17;7;2014;;;http://www.qld.gov.au/environment/assets/documents/pollution/monitoring/air-reports/air-monitoring-report.pdf;;;measured data;converted from PM10;1 station, residential rural;2016;FALSE;TRUE
Wpr HI;AUS;Australia;Melbourne;19;8;2014;2 stations, Residential/Light Industry;;http://www.epa.vic.gov.au/our-work/monitoring-the-environment/monitoring-victorias-air/monitoring-results/~/media/Files/Our%20work/Monitoring%20the%20environment/Monitoring%20Vics%20air/monitoring%20results/2013-data-tables.pdf;;;measured data;measured data;10 stations, Residential/Light Industry;2016;FALSE;FALSE
Wpr HI;AUS;Australia;Moranbah;21;9;2014;;;http://www.qld.gov.au/environment/assets/documents/pollution/monitoring/air-reports/air-monitoring-report.pdf;;;measured data;converted from PM10;1 station, industrial/residential;2016;FALSE;TRUE
Wpr HI;AUS;Australia;Mount Isa;16;7;2014;;;http://www.qld.gov.au/environment/assets/documents/pollution/monitoring/air-reports/air-monitoring-report.pdf;;;measured data;converted from PM10;1 station, industrial/residential;2016;FALSE;TRUE
Wpr HI;AUS;Australia;Muswellbrook;21;9;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;1 station, Residential (outer urban);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Newcastle;19;8;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;3 stations, Residential (outer urban);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Palmerston;22;9;2014;1 station, industrial/residential;;http://www.ntepa.nt.gov.au/__data/assets/pdf_file/0011/359048/nepm_compliance_report_nt_2014.pdf;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Perth;17;8;2014;4 stations, Residential (outer urban);;http://www.der.wa.gov.au/your-environment/air;;;measured data;measured data;3 stations, Residential (outer urban);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Singleton;21;9;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;1 station, Rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Sydney;17;8;2014;5 stations, Residential (outer urban);;http://www.environment.nsw.gov.au/AQMS/;;;measured data;measured data;15 stations, Residential (outer urban);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Tamworth;16;7;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;1 station, Rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Townsville;17;7;2014;;;http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf;;;measured data;converted from PM10;2 stations, residential;2016;FALSE;TRUE
Wpr HI;AUS;Australia;Upper Hunter;20;8;2014;3 stations, NA;;http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Wpr HI;AUS;Australia;Wagga Wagga;21;8;2014;1 station, Rural (small town);;http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf;;;measured data;measured data;1 station, Rural (small town);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Whyalla;16;7;2014;;;http://www.epa.sa.gov.au/data_and_publications/air_quality_monitoring;;;measured data;converted from PM10;1 station, rural (small town);2016;FALSE;TRUE
Wpr HI;AUS;Australia;Wollongong;17;7;2014;1 station, Residential (outer urban);;http://www.environment.nsw.gov.au/resources/aqms/150004nswairqual14.pdf;;;measured data;measured data;3 stations, Residential (outer urban);2016;FALSE;FALSE
Wpr HI;AUS;Australia;Wyong;15;6;2014;;;http://www.environment.nsw.gov.au/AQMS/;;;measured data;converted from PM10;1 station, Residential (outer urban);2016;FALSE;TRUE
Eur HI;AUT;Austria;ARNOLDSTEIN;14;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;BAD ISCHL;16;12;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;AUT;Austria;BAD VöSLAU;18;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;BIEDERMANNSDORF;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;BLUDENZ;18;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;BRUCK AN DER MUR;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;DEUTSCHLANDSBERG;22;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;DORNBIRN;19;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;EBENTHAL;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;AUT;Austria;EISENSTADT;24;19;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;AUT;Austria;FELDKIRCH;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;FüRSTENFELD;26;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;Gänserndorf;21;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;GRAZ;25;19;2013;2 stations, background suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;5 stations, background suburban;2016;FALSE;FALSE
Eur HI;AUT;Austria;GROSSENZERSDORF;24;18;2013;1 station, background, ruralnearcity;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;AUT;Austria;HALL IN TIROL;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;HALLEIN;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;HARTBERG;24;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;HEITERWANG;13;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, rural;2016;FALSE;TRUE
Eur HI;AUT;Austria;HIMBERG;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;HöCHST;21;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, rural;2016;FALSE;TRUE
Eur HI;AUT;Austria;IMST;18;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, rural;2016;FALSE;TRUE
Eur HI;AUT;Austria;INNSBRUCK;21;14;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;JUDENBURG;17;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;KAPFENBERG;18;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;KEMATEN;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;KLAGENFURT;23;14;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;KLOSTERNEUBURG;27;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;KNITTELFELD;21;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;KREMS;24;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;KUFSTEIN;17;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;LEOBEN;20;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;LIENZ;20;15;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;LIEZEN;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;LINZ;26;17;2013;3 stations, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;LUSTENAU;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;MöDLING;21;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;MüRZZUSCHLAG;17;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;SALZBURG;25;16;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;SANKT ANDRä IM LAVANTTAL;24;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;SANKT POELTEN;24;18;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;AUT;Austria;SANKT VEIT AN DER GLAN;22;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;SCHWAZ;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;SCHWECHAT;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;SPITTAL AN DER DRAU;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;STEYR;20;15;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;AUT;Austria;STEYREGG;26;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;STOCKERAU;23;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;TRAISMAIER;22;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, ruralregional;2016;FALSE;TRUE
Eur HI;AUT;Austria;TULLN;22;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;VILLACH;19;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;AUT;Austria;VöCKLABRUCK;21;15;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;AUT;Austria;WEIZ;26;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;WELS;23;18;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;WIEN;26;18;2013;6 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;9 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;WIENER NEUDORF;23;16;2013;1 station, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, suburban;2016;FALSE;FALSE
Eur HI;AUT;Austria;WIENER NEUSTADT;18;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;WOLFSBERG;26;19;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;AUT;Austria;WöRGL;20;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;AUT;Austria;ZELTWEG;21;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Emr HI;BHR;Bahrain;Hamad Town;318;66;2012;1 station, 1 Residential urban station;;Supreme Council of Environment, 2013.;;;measured data;measured data;1 station, 1 Residential urban station;2016;FALSE;FALSE
Emr HI;BHR;Bahrain;Hidd;178;41;2012;1 station, 1 Residential urban station;;Supreme Council of Environment, 2013.;;;measured data;measured data;1 station, 1 Residential urban station;2016;FALSE;FALSE
Emr HI;BHR;Bahrain;Ma'ameer;257;64;2012;1 station, 1 Residential Industrial station (Mixed);;Supreme Council of Environment, 2013.;;;measured data;measured data;1 station, 1 Residential Industrial station (Mixed);2016;FALSE;FALSE
Emr HI;BHR;Bahrain;Nabih Saleh;244;58;2012;1 station, 1 Urban background station;;Supreme Council of Environment, 2013.;;;measured data;measured data;1 station, 1 Urban background station;2016;FALSE;FALSE
Emr HI;BHR;Bahrain;Ras Hayan;250;44;2012;1 station, 1 Rural background station;;Supreme Council of Environment, 2013.;;;measured data;measured data;1 station, 1 Rural background station;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Barisal;142;85;2014;1 station, NA;;Ministry of Environment and Forests, Clean Air and Sustainable Environment;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Chittagong;135;95;2014;2 stations, NA;;Ministry of Environment and Forests, Clean Air and Sustainable Environment;;;measured data;measured data;2 stations, NA;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Dhaka;158;90;2014;4 stations, NA;;"Ministry of Environment and Forests, Clean Air and Sustainable Environment; http://spartan-network.org/";;;measured data;measured data;3 stations, NA;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Gazipur;155;89;2014;1 station, NA;;Ministry of Environment and Forests, Clean Air and Sustainable Environment;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Khulna;109;61;2014;1 station, NA;;Policy impact on air quality in major metropolitan cities in Bangladesh, B.A. Begum, Md. Nasiruddin, P.K. Hopke, A. Markwitz, The African Review of Physics (in press, 2015).;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Narayangonj;191;106;2014;1 station, NA;;Ministry of Environment and Forests, Clean Air and Sustainable Environment;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Sear;BGD;Bangladesh;Rajshahi;64;37;2014;;;Ministry of Environment and Forests, Clean Air and Sustainable Environment;;;measured data;converted from PM10;1 station, NA;2016;FALSE;TRUE
Sear;BGD;Bangladesh;Sylhet;170;61;2014;1 station, NA;;Ministry of Environment and Forests, Clean Air and Sustainable Environment;;;measured data;measured data;1 station, NA;2016;FALSE;FALSE
Eur HI;BEL;Belgium;AARSCHOT;23;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;ANDENNE;18;13;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;ANTWERPEN;27;17;2013;4 stations, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;6 stations, background, urban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;BERENDRECHT;26;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;BERTRIX;15;10;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;BOOM;25;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;BRUGGE;25;17;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;BEL;Belgium;BRUSSELS;26;18;2013;5 stations, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;6 stations, background, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;CHARLEROI;23;15;2013;4 stations, background suburban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, background suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;CHATELET;21;14;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;CORROY LE GRAND;20;15;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;DESSEL;22;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;BEL;Belgium;DESTELBERGEN;25;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;ENGIS;31;17;2013;1 station, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, industrial, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;EVERGEM;30;19;2013;1 station, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, industrial, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;GENK;26;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;GENT;30;19;2013;2 stations, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;HABAY LA NEUVE;15;11;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;BEL;Belgium;HASSELT;24;18;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;HERSTAL;20;13;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;HOBOKEN;28;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;HOEVENEN;26;18;2013;1 station, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, industrial, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;LANDEN;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;BEL;Belgium;LIEGE;22;15;2013;3 stations, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;MECHELEN;25;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;MENEN;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;BEL;Belgium;MOERKERKE;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;BEL;Belgium;MONS;28;16;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;BEL;Belgium;OOSTROZEBEKE;31;21;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, rural;2016;FALSE;TRUE
Eur HI;BEL;Belgium;RETIE;22;15;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
