Region;iso3;Country;City/Town;concentrationPM10;AnnualmeanPM25;Year;nbLocationsPM25;Temporal coverage;Reference;Latitude;Longitude;convertionPM10;convertionPM25;nbLocationspm10;version;convertedpm10;convertedpm25
Eur HI;ITA;Italy;BOLZANO;17;11;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;BORGARO TORINESE;35;27;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;BORGO VALSUGANA;26;17;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;BORGOFRANCO SUL PO;31;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;BORGOSESIA;23;17;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;BORMIO;17;11;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;BOSCO CHIESANUOVA;19;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;BRESCIA;37;31;2013;1 station, background urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;BRESSANONE;14;9;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;BRINDISI;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;BRUNICO;15;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;BUSTO ARSIZIO;29;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CAGLIARI;31;11;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CAIRO MONTENOTTE;24;18;2013;3 stations, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, industrial, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CALUSCO D'ADDA;30;21;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CAMPI SALENTINA;30;15;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CAMPOBASSO;22;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CANTU';27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CAPANNORI;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CARCARE;26;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CARPI;30;20;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CARRARA;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CASALE MONFERRATO;26;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CASERTA;29;18;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CASIRATE D'ADDA;37;29;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;CASSINO;38;29;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CASTELLARANO;25;17;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CECCANO;47;31;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CENGIO;11;7;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, ruralnearcity;2016;FALSE;TRUE
Eur HI;ITA;Italy;CENTO;25;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CERESOLE REALE;6;4;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;CERVIA;25;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CESENA;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CHIERI;42;28;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;CHITIGNANO;9;6;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;CIAMPINO;29;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CINTO EUGANEO;26;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;CIVITA CASTELLANA;25;17;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CIVITAVECCHIA;21;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CODOGNO;41;27;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;COLLEFERRO;29;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;COLORNO;28;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;COMO;28;21;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CONEGLIANO;25;23;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CORTE BRUGNATELLA;9;6;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;COSSATO;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CREMA;39;26;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;CREMONA;35;27;2013;2 stations, background suburban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;CUNEO;22;15;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;DARFO BOARIO TERME;35;27;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;DERNICE;14;11;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;DONNAS;20;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;DRUENTO;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;ESTE;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;FAENZA;20;15;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;FELTRE;25;22;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;FERENTINO;34;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;FERNO;33;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;FERRARA;29;19;2013;1 station, background urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;FIORANO MODENESE;33;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;FIRENZE;26;16;2013;2 stations, background suburban, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, background suburban, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;FOGGIA;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;FOLIGNO;27;19;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;FONTECHIARI;18;14;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;FORLI';24;15;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;FRANCAVILLA FONTANA;34;22;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;FROSINONE;40;24;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;GALATINA;24;16;2013;1 station, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;GENOVA;21;9;2013;1 station, background urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, background urban, traffic urban, industrial, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;GIANO DELL'UMBRIA;9;6;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;GORIZIA;23;15;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;GROSSETO;17;11;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;GROTTAGLIE;18;12;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;GUAGNANO;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;GUASTALLA;29;21;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;GUBBIO;18;12;2013;4 stations, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, traffic, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;GUIDONIA MONTECELIO;25;16;2013;1 station, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;IMOLA;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;JOLANDA DI SAVOIA;17;13;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;LA SPEZIA;23;14;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;4 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;LACES;14;14;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;LAIVES;23;15;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;LANGHIRANO;17;12;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;LATINA;27;16;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;LECCE;22;12;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;LECCO;24;15;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;LEGNAGO;35;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;LEONESSA;11;8;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;LIVORNO;23;13;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;LODI;35;23;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;LUCCA;29;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;LUGAGNANO VAL D'ARDA;21;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MADDALONI;28;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MAGENTA;39;26;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MANFREDONIA;17;12;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MANTOVA;33;28;2013;1 station, background urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background urban, traffic urban, industrial, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;MEDA;42;28;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MERANO;15;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MERATE;36;27;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;MESAGNE;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MILANO;37;30;2013;2 stations, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;MIRANDOLA;30;20;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;MODENA;29;18;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;MOLFETTA;24;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MOLINELLA;23;17;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;MONDAINO;15;10;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MONOPOLI;20;13;2013;1 station, traffic, suburban;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;MONSERRATO;28;13;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;MONTALE;29;19;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;MONZA;38;31;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;MORBEGNO;25;16;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MORGEX;22;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;MUGGIA;22;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;NAPOLI;35;20;2013;2 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;8 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;NOVARA;28;19;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;NURAMINIS;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;ODOLO;28;19;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;OLBIA;20;13;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;OSIO SOTTO;28;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;OSTELLATO;25;16;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
Eur HI;ITA;Italy;OULX;18;12;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;PADOVA;34;28;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PARMA;34;18;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PARONA;38;25;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;PAVIA;35;23;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;PERUGIA;22;14;2013;3 stations, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;3 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PIACENZA;31;23;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PIEVE D'ALPAGO;13;9;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;PIOLTELLO;41;27;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;PIOMBINO;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;PISA;25;16;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PISTOIA;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;POGGIBONSI;18;12;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;POMARANCE;10;6;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;PONTI SUL MINCIO;31;24;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;PORRETTA TERME;9;6;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, rural;2016;FALSE;FALSE
Eur HI;ITA;Italy;PORTO TORRES;23;8;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PORTOSCUSO;23;13;2013;1 station, background, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;PRATO;29;20;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;QUARTU SANT'ELENA;32;21;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;QUILIANO;20;13;2013;1 station, industrial, suburban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, industrial, suburban;2016;FALSE;FALSE
Eur HI;ITA;Italy;RAPALLO;28;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;RAVENNA;27;18;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;2 stations, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;REGGIO NELL'EMILIA;31;19;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;REZZATO;42;28;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, industrial, suburban;2016;FALSE;TRUE
Eur HI;ITA;Italy;RIETI;21;15;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;RIMINI;31;20;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;RIVA DEL GARDA;21;14;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;ROMA;28;17;2013;8 stations, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;13 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;ROVERETO;19;15;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;1 station, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;ROVIGO;33;25;2013;1 station, background, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, background, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SALERNO;45;22;2013;1 station, traffic, urban;;European Environment Agency, Air quality e-reporting database;;;measured data;measured data;2 stations, traffic, urban;2016;FALSE;FALSE
Eur HI;ITA;Italy;SALICETO;23;15;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, background, rural;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAN BONIFACIO;36;24;2013;;;European Environment Agency, Air quality e-reporting database;;;measured data;converted from PM10;1 station, traffic, urban;2016;FALSE;TRUE
Eur HI;ITA;Italy;SAN CLEMENTE;21;14;2013;1 station, background, rural;;European Environment Agency, Air quality e-reporting database;;;converted from PM2.5;measured data;;2016;TRUE;FALSE
