"ID","start_year","end_year","longitude","latitude","pollutant"
1394,2011,2015,-40.317942,-20.348443,"PM10"
1395,2010,2019,-40.400502,-20.341901,"PM10"
1396,2010,2010,-41.317,-21.75,"PM10"
1397,2012,2015,-41.327662,-21.761672,"PM25"
1398,2014,2014,-41.32766342,-21.76167107,"PM25"
1399,2011,2015,-41.752967,-22.308658,"PM10"
1400,2015,2019,-42.259228,-21.988899,"PM10"
1401,2012,2015,-42.261313,-21.906426,"PM10"
1402,2014,2014,-42.26131439,-21.90642548,"PM10"
1403,2011,2019,-42.288059,-21.972795,"PM10"
1404,2014,2014,-42.8317092,-22.68555548,"PM10"
1405,2013,2019,-42.8317095,-22.6855555,"PM10"
1406,2012,2012,-42.85504626,-22.6827,"PM10"
1407,2011,2011,-42.87740535,-22.68711833,"PM10"
1408,2010,2010,-42.94635061,-22.71845,"PM10"
1409,2010,2012,-42.97577629,-22.66669,"PM10"
1410,2011,2015,-43.049461,-22.825274,"PM10"
1411,2013,2013,-43.078106,-22.880817,"PM25"
1412,2014,2015,-43.099467,-22.8825645,"PM10"
1413,2011,2011,-43.120828,-22.884312,"PM10"
1414,2012,2013,-43.28959667,-22.70698333,"PM10"
1415,2014,2015,-43.29563183,-22.73372383,"PM10"
1416,2011,2011,-43.2991245,-22.745187,"PM10"
1417,2018,2018,-43.3019694,-22.7441186,"PM10"
1418,2010,2010,-43.30343667,-22.70676033,"PM10"
1419,2019,2019,-43.303866,-22.74340633,"PM10"
1420,2014,2014,-43.33378834,-22.87106329,"PM10"
1421,2014,2014,-43.35756921,-22.91575117,"PM10"
1422,2013,2015,-43.364359,-22.788461,"PM10"
1423,2015,2015,-43.36461211,-22.90951112,"PM10"
1424,2013,2013,-43.36845186,-22.90127471,"PM10"
1425,2012,2012,-43.38133076,-22.88946283,"PM10"
1426,2011,2012,-43.414122,-22.810715,"PM10"
1427,2011,2011,-43.41419003,-22.9048166,"PM10"
1428,2010,2013,-43.441406,-22.76215,"PM10"
1429,2010,2010,-43.45877475,-22.90571125,"PM10"
1430,2014,2014,-43.52414874,-22.79494749,"PM10"
1431,2014,2014,-43.5942157,-22.67083134,"PM10"
1432,2012,2019,-43.594216,-22.670831,"PM10"
1433,2015,2015,-43.60689148,-22.82774498,"PM10"
1434,2014,2014,-43.68495971,-22.75781666,"PM10"
1435,2010,2013,-43.68496,-22.757817,"PM10"
1436,2018,2019,-43.7053485,-22.907945,"NO2"
1437,2011,2019,-43.770067,-22.874843,"PM10"
1438,2010,2010,-43.78097641,-22.8632055,"PM10"
1439,2012,2012,-43.78814375,-22.86449,"PM10"
1440,2014,2014,-43.80335038,-22.88462683,"PM10"
1441,2012,2012,-43.933417,-19.914908,"PM10"
1442,2011,2019,-44.086794,-19.987199,"PM10"
1443,2011,2011,-44.1040099,-22.50996589,"PM10"
1444,2014,2014,-44.10717988,-22.51082281,"PM10"
1445,2013,2013,-44.10717991,-22.51082268,"PM10"
1446,2010,2010,-44.10938689,-22.51594044,"PM10"
1447,2011,2011,-44.111012,-19.994343,"PM10"
1448,2012,2015,-44.11106477,-22.51424151,"PM10"
1449,2018,2018,-44.1234528,-22.5125164,"PM10"
1450,2019,2019,-44.127675,-22.510013,"NO2"
1451,2012,2019,-44.15947567,-19.97011167,"PM10"
1452,2019,2019,-44.17896133,-22.54315467,"PM10"
1453,2018,2018,-44.18329825,-22.5347495,"PM10"
1454,2013,2013,-44.1837075,-19.957996,"PM10"
1455,2014,2014,-44.18377679,-22.54069268,"PM10"
1456,2010,2015,-44.19276967,-22.52784467,"PM10"
1457,2011,2011,-44.202,-22.536,"PM10"
1458,2014,2014,-44.28833345,-22.42103198,"PM10"
1459,2010,2019,-44.288333,-22.421032,"PM10"
1460,2014,2014,-44.32049942,-22.39815521,"PM10"
1461,2019,2019,-44.3306735,-22.344507,"PM10"
1462,2011,2013,-44.33351825,-22.3565115,"PM10"
1463,2014,2014,-44.33446645,-22.36051299,"PM10"
1464,2018,2018,-44.353543,-22.3517698,"PM10"
1465,2012,2012,-44.3684775,-22.36846725,"PM10"
1466,2015,2015,-44.3746356,-22.363725,"PM10"
1467,2010,2010,-44.39336833,-22.39629633,"PM10"
1468,2014,2014,-45.87077332,-23.18746567,"PM10"
1469,2014,2014,-45.967762,-23.2938407,"PM10"
1470,2012,2016,-45.967762,-23.293841,"PM10"
1471,2014,2014,-46.31057865,-23.97202496,"PM10"
1472,2012,2016,-46.310578,-23.972025,"PM10"
1473,2018,2019,-46.320636,-23.96271,"PM10"
1474,2010,2016,-46.39166233,-23.85323167,"PM10"
1475,2014,2014,-46.39166247,-23.85323155,"PM10"
1476,2010,2019,-46.465344,-23.668582,"PM10"
1477,2011,2011,-46.491191,-23.639384,"PM10"
1478,2010,2016,-46.511119,-23.6482065,"PM10"
1479,2013,2019,-46.518524,-23.455534,"PM10"
1480,2010,2019,-46.556325,-23.618479,"PM10"
1481,2010,2016,-46.584251,-23.670916,"PM10"
1482,2010,2019,-46.611323,-23.685527,"PM10"
1483,2014,2014,-46.64610199,-23.59318443,"PM10"
1484,2019,2019,-46.65385464,-23.56521173,"PM10"
1485,2010,2011,-46.66033111,-23.57528844,"PM10"
1486,2018,2018,-46.66377782,-23.57474445,"PM10"
1487,2015,2016,-46.66503007,-23.58792557,"PM10"
1488,2012,2012,-46.666144,-23.59206018,"PM10"
1489,2014,2014,-46.66728353,-23.584502,"PM10"
1490,2013,2013,-46.68489121,-23.59042479,"PM10"
1491,2010,2019,-46.757877,-23.608895,"PM10"
1492,2010,2019,-46.791642,-23.526338,"PM10"
1493,2012,2019,-46.83577,-23.531395,"PM10"
1494,2014,2014,-46.89668237,-23.19161994,"PM10"
1495,2010,2019,-46.896682,-23.19162,"PM10"
1496,2014,2014,-47.05702155,-22.9022023,"PM10"
1497,2010,2019,-47.057021,-22.902202,"PM10"
1498,2010,2019,-47.1452975,-22.7792895,"PM10"
1499,2014,2014,-47.14529775,-22.77928937,"PM10"
1500,2018,2018,-47.154193,-22.771834,"PM10"
1501,2014,2014,-47.33946214,-22.72424504,"PM10"
1502,2011,2019,-47.339462,-22.724245,"PM10"
1503,2014,2014,-47.39818977,-22.55928606,"PM10"
1504,2013,2016,-47.39819,-22.559286,"PM10"
1505,2010,2012,-47.399766,-22.567216,"PM10"
1506,2011,2012,-47.422426,-22.009613,"PM10"
1507,2014,2014,-47.46699071,-22.48044984,"PM10"
1508,2013,2016,-47.46699,-22.48045,"PM10"
1509,2014,2014,-47.47881309,-23.50234943,"PM10"
1510,2010,2019,-47.478813,-23.502349,"PM10"
1511,2014,2014,-47.53327189,-22.45963294,"PM10"
1512,2010,2016,-47.533272,-22.459633,"PM10"
1513,2014,2014,-47.57941418,-22.43584471,"PM10"
1514,2012,2016,-47.579414,-22.435845,"PM10"
1515,2010,2019,-47.6345545,-21.9861315,"PM10"
1516,2014,2014,-47.64941112,-22.70083804,"PM10"
1517,2010,2019,-47.649412,-22.700838,"PM10"
1518,2013,2013,-47.6562925,-22.7002,"PM10"
1519,2010,2019,-47.827363,-21.154376,"PM10"
1520,2014,2014,-47.87047879,-23.36035128,"PM10"
1521,2011,2019,-47.870478,-23.360351,"PM10"
1522,2013,2013,-48.057892,-15.83403,"PM10"
1523,2014,2014,-48.18537611,-21.78206277,"PM10"
1524,2010,2019,-48.185377,-21.782063,"PM10"
1525,2014,2014,-48.22248117,-21.58568689,"PM10"
1526,2014,2014,-48.32881132,-21.26237153,"PM10"
1527,2011,2013,-48.328811,-21.262372,"PM10"
1528,2014,2014,-48.56700134,-22.29816055,"PM10"
1529,2010,2019,-48.567,-22.298161,"PM10"
1530,2014,2014,-48.98240581,-21.14095889,"PM10"
1531,2010,2019,-48.982405,-21.140959,"PM10"
1532,2014,2014,-49.0922968,-22.32637743,"PM10"
1533,2010,2019,-49.092297,-22.326377,"PM10"
1534,2012,2012,-49.22663498,-25.29297829,"PM10"
1535,2011,2013,-49.230096,-25.29281,"PM10"
1536,2015,2015,-49.23638433,-25.444676,"PM10"
1537,2010,2013,-49.2482485,-25.4803095,"PM10"
1538,2012,2012,-49.27109887,-25.47190476,"PM10"
1539,2011,2011,-49.271308,-25.444293,"PM10"
1540,2014,2014,-49.27914833,-25.48672733,"PM10"
1541,2015,2015,-49.367948,-25.563379,"PM10"
1542,2019,2019,-49.382167,-25.568845,"NO2"
1543,2010,2011,-49.38522133,-25.573284,"PM10"
1544,2013,2014,-49.3867485,-25.5755035,"PM10"
1545,2012,2012,-49.39034164,-25.5732762,"PM10"
1546,2014,2014,-49.96019822,-22.20023568,"PM10"
1547,2010,2019,-49.960199,-22.200236,"PM10"
1548,2016,2016,-5.007845,34.018125,"PM10"
1549,2013,2013,-5.08972222,43.04138888,"NO2"
1550,2013,2021,-5.0897,43.0414,"PM10"
1551,2013,2013,-5.101101,56.82268,"NO2"
1552,2010,2010,-5.101102,56.82266,"NO2"
1553,2014,2019,-5.1011,56.8227,"NO2"
1554,2019,2021,-5.3147,35.893,"PM10"
1555,2013,2013,-5.34408,36.16855667,"PM10"
1556,2010,2010,-5.348361,36.159369,"PM10"
1557,2010,2010,-5.351852333,36.1256485,"PM10"
1558,2013,2019,-5.351857833,36.12561117,"PM10"
1559,2017,2017,-5.3521918,36.1281686,"PM10"
1560,2013,2014,-5.355766667,36.17066667,"PM10"
1561,2015,2021,-5.36245,36.173025,"PM10"
1562,2016,2016,-5.36545,36.16975,"PM10"
1563,2018,2019,-5.3693,36.17296667,"PM10"
1564,2013,2013,-5.393778182,36.19752818,"PM10"
1565,2010,2010,-5.39868775,36.20194975,"PM10"
1566,2014,2021,-5.400383333,36.19956667,"PM10"
1567,2016,2016,-5.4043,36.20224,"PM10"
1568,2013,2013,-5.404615275,40.90031666,"PM10"
1569,2013,2013,-5.43027,36.21204,"PM10"
1570,2013,2013,-5.43277,36.1747,"PM10"
1571,2014,2021,-5.442933333,36.15753333,"PM10"
1572,2010,2010,-5.4479905,36.148985,"NO2"
1573,2013,2013,-5.448265,36.14584,"PM10"
1574,2020,2021,-5.4489,42.0797,"PM10"
1575,2017,2017,-5.448,36.14895,"PM10"
1576,2014,2014,-5.46235,36.18805,"NO2"
1577,2010,2010,-5.490746,36.1918722,"PM10"
1578,2015,2021,-5.51725,36.19635,"PM10"
1579,2019,2019,-5.5267,36.19993333,"PM10"
1580,2017,2018,-5.5294,36.20333333,"PM10"
1581,2010,2010,-5.531619,36.794489,"PM10"
1582,2013,2013,-5.53162,36.79449,"PM10"
1583,2014,2021,-5.5316,36.7945,"PM10"
1584,2013,2013,-5.537498,36.206872,"PM10"
1585,2016,2016,-5.5444,36.1983,"PM10"
1586,2013,2013,-5.574199995,42.58601111,"PM10"
1587,2010,2010,-5.575972,42.606389,"PM10"
1588,2014,2021,-5.5768,42.5896,"PM10"
1589,2010,2010,-5.596111,43.275278,"PM10"
1590,2013,2021,-5.596,43.2757,"PM10"
1591,2013,2013,-5.623607407,42.80278518,"PM10"
1592,2010,2010,-5.623611,42.802778,"PM10"
1593,2014,2020,-5.6236,42.8028,"PM10"
1594,2021,2021,-5.63625,42.80225,"PM10"
1595,2010,2010,-5.638889,42.715556,"PM10"
1596,2013,2013,-5.638892587,42.71557037,"PM10"
1597,2014,2020,-5.6389,42.7156,"PM10"
1598,2014,2015,-5.6614,36.6496,"PM10"
1599,2013,2013,-5.6614,36.64963,"PM10"
1600,2010,2010,-5.6618055,40.9644445,"PM10"
1601,2012,2012,-5.6635,36.23386,"PM10"
1602,2010,2010,-5.666869,37.99435,"PM10"
1603,2012,2012,-5.66687,37.99435,"PM10"
1604,2013,2013,-5.666885,37.994325,"NO2"
1605,2014,2021,-5.6669,37.9943,"PM10"
1606,2014,2015,-5.6695,43.53166,"PM10"
1607,2013,2013,-5.669805882,43.53067059,"PM10"
1608,2016,2020,-5.672833333,43.5302,"PM10"
1609,2021,2021,-5.67574,43.5292,"PM10"
1610,2010,2010,-5.689007857,43.53539671,"PM10"
1611,2013,2021,-5.691666667,43.30256667,"PM10"
1612,2010,2010,-5.692314667,43.304074,"PM10"
1613,2015,2021,-5.7437,36.7398,"PM10"
1614,2010,2010,-5.746389,41.509722,"PM10"
1615,2013,2013,-5.746392587,41.50971481,"PM10"
1616,2014,2021,-5.7464,41.5097,"PM10"
1617,2010,2010,-5.772778,43.250833,"PM10"
1618,2013,2021,-5.7759,43.2561,"PM10"
1619,2014,2021,-5.8028,43.4015,"PM10"
1620,2013,2013,-5.809999943,35.77999878,"PM10"
1621,2010,2010,-5.810833,43.403611,"PM10"
1622,2013,2013,-5.8108,43.4036,"PM10"
1623,2010,2010,-5.8324,36.740725,"PM10"
1624,2014,2014,-5.8324,36.74075,"PM10"
1625,2010,2010,-5.833719,37.342461,"PM10"
1626,2013,2013,-5.83371,37.34248,"NO2"
1627,2014,2021,-5.8337,37.3425,"PM10"
1628,2017,2021,-5.885475,43.3608,"PM10"
1629,2010,2010,-5.88847225,43.36027775,"PM10"
1630,2013,2013,-5.889468333,43.36011833,"PM10"
1631,2014,2016,-5.889475,43.360125,"PM10"
1632,2010,2010,-5.8975,41.238889,"PM10"
1633,2013,2021,-5.8975,41.2389,"PM10"
1634,2013,2013,-5.91382,37.284495,"NO2"
1635,2010,2010,-5.913839,37.284489,"NO2"
1636,2014,2021,-5.9138,37.2845,"NO2"
1637,2013,2021,-5.91835,43.5599,"PM10"
1638,2010,2010,-5.91902775,43.5581945,"PM10"
1639,2010,2013,-5.928833,54.59965,"PM25"
1640,2013,2013,-5.9288,54.5996,"PM10"
1641,2010,2010,-5.939722,39.849167,"PM10"
1642,2012,2013,-5.93972,39.84917,"PM10"
1643,2013,2021,-5.9397,39.8492,"PM10"
1644,2014,2019,-5.95185,54.5861,"PM10"
1645,2020,2020,-5.9518885,54.586118,"PM10"
1646,2015,2021,-5.9583,43.5705,"PM10"
1647,2010,2010,-5.980605667,37.38084656,"PM10"
1648,2013,2013,-5.985318125,37.38269063,"PM10"
1649,2017,2017,-5.988928571,37.38147143,"PM10"
1650,2014,2021,-5.98925,37.3823,"PM10"
1651,2015,2015,-5.99035,37.3734,"PM10"
1652,2016,2019,-5.990514286,37.3755,"PM10"
1653,2014,2014,-50.43925879,-21.18686833,"PM10"
1654,2012,2019,-50.439259,-21.186868,"PM10"
1655,2014,2014,-50.98756795,-29.92381879,"PM10"
1656,2014,2014,-51.14438665,-29.88396036,"PM10"
1657,2010,2015,-51.144387,-29.88396,"PM10"
1658,2016,2016,-51.163086,-29.90713,"PM10"
1659,2010,2016,-51.178705,-29.859154,"PM10"
1660,2014,2014,-51.40897044,-22.11980078,"PM10"
1661,2010,2019,-51.408971,-22.119801,"PM10"
1662,2014,2014,-51.6309168,-29.95422968,"PM10"
1663,2012,2016,-51.630917,-29.95423,"PM10"
1664,2013,2014,-52.3102,4.9322,"PM10"
1665,2015,2020,-52.3209,4.9379,"PM10"
1666,2021,2021,-52.3214,4.92935,"PM10"
1667,2014,2021,-52.3238,4.8482,"PM10"
1668,2010,2010,-52.330275,4.934722,"NO2"
1669,2020,2021,-52.5638,5.0346,"NO2"
1670,2015,2021,-52.6465,5.1643,"PM10"
1671,2013,2013,-52.71139145,47.56000137,"PM25"
1672,2015,2020,-52.71147,47.56038,"PM10"
1673,2013,2013,-52.79476166,47.50513077,"PM25"
1674,2015,2020,-52.79476,47.50513,"PM25"
1675,2015,2020,-55.19852,47.09899,"PM10"
1676,2013,2013,-55.65966034,48.92695999,"PM25"
1677,2015,2020,-55.65966,48.92696,"PM25"
1678,2018,2018,-56.1674,-34.8335,"PM10"
1679,2014,2014,-56.17780275,-34.87515438,"PM10"
1680,2010,2010,-57.62930552,-25.30067571,"PM25"
1681,2013,2013,-57.92206955,48.95223999,"PM25"
1682,2015,2020,-57.92207,48.95224,"PM25"
1683,2020,2021,-58.33330556,-34.66663889,"PM10"
1684,2017,2017,-58.37767667,-34.61274667,"PM10"
1685,2016,2016,-58.39671997,-34.61047557,"PM10"
1686,2018,2018,-58.399975,-34.6254825,"PM10"
1687,2019,2019,-58.399975,-34.625485,"PM10"
1688,2020,2021,-58.400368,-34.605083,"PM10"
1689,2015,2015,-58.41327605,-34.60330562,"PM10"
1690,2014,2014,-58.506,-34.56,"PM25"
1691,2020,2021,-58.676,-34.876,"PM10"
1692,2021,2021,-58.99612639,-34.12945972,"PM10"
1693,2020,2020,-58.99789861,-34.17289861,"PM10"
1694,2020,2021,-59.02872222,-34.09538889,"PM10"
1695,2013,2013,-5,34.04000092,"PM10"
1696,2010,2010,-6.036161,37.555019,"PM10"
1697,2013,2013,-6.03618,37.55501,"NO2"
1698,2014,2021,-6.0362,37.555,"PM10"
1699,2010,2010,-6.042461,37.34075,"PM10"
1700,2013,2013,-6.04246,37.34075,"PM10"
1701,2010,2010,-6.115405667,36.67009067,"PM10"
1702,2014,2021,-6.11585,36.6747,"PM10"
1703,2013,2013,-6.11586,36.67470333,"PM10"
1704,2013,2013,-6.121667,53.187222,"PM10"
1705,2013,2021,-6.1217,53.1872,"PM10"
1706,2010,2010,-6.131945,53.274723,"NO2"
1707,2013,2021,-6.1319,53.2858,"PM10"
1708,2013,2013,-6.147215,40.077785,"PM10"
1709,2012,2012,-6.14722,40.07778,"PM10"
1710,2014,2021,-6.1472,40.0778,"PM10"
1711,2013,2013,-6.1771555,53.2803215,"NO2"
1712,2010,2010,-6.203069,36.460589,"PM10"
1713,2013,2013,-6.203085,36.460595,"NO2"
1714,2014,2021,-6.2031,36.4606,"PM10"
1715,2013,2021,-6.2224,53.2748,"NO2"
1716,2013,2013,-6.22388888,40.56972222,"NO2"
1717,2013,2021,-6.2239,40.5697,"PM10"
1718,2010,2010,-6.225169,36.522831,"PM10"
1719,2013,2013,-6.22517,36.52283,"PM10"
1720,2013,2021,-6.2252,36.5228,"PM10"
1721,2016,2016,-6.2509,54.8616,"NO2"
1722,2020,2020,-6.262917,54.856543,"NO2"
1723,2017,2019,-6.26295,54.85655,"NO2"
1724,2010,2010,-6.263646733,53.3347634,"PM10"
1725,2010,2010,-6.268569,36.506019,"PM10"
1726,2013,2013,-6.268585,36.50601,"NO2"
1727,2014,2021,-6.2686,36.506,"PM10"
1728,2014,2014,-6.2746875,53.35885,"PM10"
1729,2020,2021,-6.276936364,53.35425455,"PM10"
1730,2018,2019,-6.2792,53.35518,"PM10"
1731,2013,2013,-6.281207204,53.35518724,"PM10"
1732,2015,2015,-6.283311111,53.35681111,"PM10"
1733,2017,2017,-6.287922222,53.35382222,"PM10"
1734,2016,2016,-6.29715,53.3553125,"PM10"
1735,2010,2010,-6.338056,38.9075,"PM10"
1736,2012,2012,-6.33806,38.9075,"PM10"
1737,2013,2013,-6.338073333,38.9075,"PM10"
1738,2014,2021,-6.3381,38.9075,"PM10"
1739,2013,2013,-6.353911,53.322485,"PM10"
1740,2013,2021,-6.3588,53.2805,"PM10"
1741,2010,2010,-6.360278,39.472778,"PM10"
1742,2013,2013,-6.360285,39.472785,"PM10"
1743,2012,2012,-6.36028,39.47278,"PM10"
1744,2014,2021,-6.3603,39.4728,"PM10"
1745,2013,2013,-6.369934,53.385636,"PM10"
1746,2013,2021,-6.3699,53.3856,"PM10"
1747,2018,2021,-6.3926,54.0031,"PM10"
1748,2010,2010,-6.395,38.429167,"PM10"
1749,2012,2013,-6.395,38.42917,"PM10"
1750,2013,2021,-6.395,38.4292,"PM10"
1751,2021,2021,-6.4155,38.339,"NO2"
1752,2018,2018,-6.44,42.8778,"NO2"
1753,2020,2021,-6.4616,52.3374,"PM10"
1754,2013,2013,-6.52082222,42.62557037,"PM10"
1755,2010,2010,-6.520833,42.625556,"PM10"
1756,2014,2020,-6.5208,42.6256,"PM10"
1757,2010,2010,-6.547222,43.177778,"PM10"
1758,2013,2021,-6.5527,43.1788,"PM10"
1759,2013,2013,-6.560326667,37.03999333,"PM10"
1760,2013,2021,-6.56285,37.034,"PM10"
1761,2021,2021,-6.5683,42.618,"PM10"
1762,2010,2010,-6.570419,37.0161,"NO2"
1763,2014,2021,-6.5708,52.4985,"PM10"
1764,2020,2020,-6.573146667,34.25648,"PM10"
1765,2013,2013,-6.584714813,42.54278518,"PM10"
1766,2010,2010,-6.584722,42.542778,"PM10"
1767,2014,2021,-6.5847,42.5428,"PM10"
1768,2021,2021,-6.5886,38.3703,"NO2"
1769,2010,2010,-6.603889,42.781389,"PM25"
1770,2013,2018,-6.6039,42.7814,"PM25"
1771,2018,2019,-6.6433,42.6117,"NO2"
1772,2010,2020,-6.654558,54.353728,"PM10"
1773,2013,2013,-6.654572,54.35371867,"PM10"
1774,2014,2019,-6.6546,54.3537,"PM10"
1775,2015,2021,-6.6769,37.3613,"PM10"
1776,2010,2010,-6.678461,37.358439,"PM10"
1777,2020,2021,-6.6893,53.6556,"PM10"
1778,2010,2010,-6.725556,42.558611,"PM10"
1779,2013,2013,-6.725570367,42.55860741,"PM10"
1780,2021,2021,-6.7256,42.5518,"PM10"
1781,2014,2020,-6.7256,42.5586,"PM10"
1782,2013,2013,-6.73408,37.10409,"NO2"
1783,2013,2013,-6.7341,37.1041,"NO2"
1784,2021,2021,-6.7574,38.3266,"NO2"
1785,2014,2021,-6.7708,37.11895,"PM10"
1786,2021,2021,-6.7819,42.5644,"PM10"
1787,2010,2010,-6.79179,37.17314633,"PM10"
1788,2011,2011,-6.798404217,34.03918076,"PM10"
1789,2015,2017,-6.8075,37.1338,"PM10"
1790,2020,2020,-6.819346389,34.01934639,"PM10"
1791,2013,2013,-6.83382,37.28158,"NO2"
1792,2014,2021,-6.8338,37.2816,"PM10"
1793,2013,2013,-6.844615,37.3154,"NO2"
1794,2010,2010,-6.844631,37.3154,"PM10"
1795,2014,2021,-6.8446,37.3154,"PM10"
1796,2010,2010,-6.883056,54.066109,"PM10"
1797,2013,2013,-6.883056,54.066111,"PM10"
1798,2013,2021,-6.8831,54.0661,"PM10"
1799,2019,2020,-6.8872,41.5719,"PM10"
1800,2013,2013,-6.88858,37.21925,"PM10"
1801,2015,2016,-6.90445,37.20955,"PM10"
1802,2020,2021,-6.904466667,37.20313333,"PM10"
1803,2013,2013,-6.909745,37.19987833,"PM10"
1804,2010,2019,-6.9124,37.19505,"PM10"
1805,2016,2016,-6.920865,32.886023,"PM10"
1806,2010,2010,-6.923611,38.472778,"PM10"
1807,2013,2021,-6.9236,38.4728,"PM10"
1808,2018,2018,-6.92862,37.26642,"PM10"
1809,2015,2021,-6.930883333,37.26411667,"PM10"
1810,2018,2021,-6.9317,52.8397,"PM10"
1811,2013,2013,-6.932839091,37.26071455,"PM10"
1812,2014,2014,-6.932,37.2626,"PM10"
1813,2016,2019,-6.93324,37.2635,"PM10"
1814,2010,2010,-6.934611,37.261634,"PM10"
1815,2013,2013,-6.964126667,37.18568667,"PM10"
1816,2014,2021,-6.9641,37.1857,"PM10"
1817,2013,2013,-6.967538333,38.6802,"PM10"
1818,2012,2012,-6.96753,38.680205,"PM10"
1819,2013,2013,-60.17251968,46.14221954,"PM25"
1820,2015,2020,-60.17252,46.14222,"PM25"
1821,2019,2019,-60.7600744,11.1745536,"PM10"
1822,2016,2021,-60.9274,14.4689,"PM10"
1823,2017,2021,-60.9391,14.678,"PM10"
1824,2015,2016,-60.9426,14.6768,"PM10"
1825,2013,2014,-60.9461,14.6756,"PM10"
1826,2010,2021,-61.0026,14.6107,"PM10"
1827,2010,2010,-61.058996,14.60989111,"PM10"
1828,2013,2013,-61.06315,14.605275,"PM10"
1829,2014,2014,-61.06448,14.6057,"PM10"
1830,2016,2016,-61.06596,14.60538,"PM10"
1831,2015,2015,-61.06795,14.605,"PM10"
1832,2017,2021,-61.06805,14.60625,"PM10"
1833,2010,2010,-61.100556,14.616389,"PM10"
1834,2013,2021,-61.1008,14.6164,"PM10"
1835,2013,2013,-61.36197281,45.61388779,"PM25"
1836,2015,2020,-61.3623563,45.6141612,"PM25"
1837,2016,2019,-61.4746778,10.4160327,"PM10"
1838,2017,2019,-61.4940554,10.6425559,"PM10"
1839,2015,2021,-61.5278,16.2507,"PM10"
1840,2019,2021,-61.5341,16.2367,"PM10"
1841,2018,2018,-61.5358,16.2374,"PM10"
1842,2013,2017,-61.5375,16.2381,"PM10"
1843,2010,2010,-61.5381,16.2387,"NO2"
1844,2010,2010,-61.590269,16.256114,"NO2"
1845,2013,2021,-61.5917,16.2573,"PM10"
1846,2010,2010,-61.593075,16.241111,"NO2"
1847,2019,2021,-61.7272,15.9943,"PM10"
1848,2020,2021,-62.28677361,-38.77010694,"PM10"
1849,2015,2020,-62.58272,46.38635,"PM25"
1850,2013,2013,-62.69664001,45.68167114,"PM25"
1851,2015,2020,-62.69664,45.68167,"PM25"
1852,2021,2021,-63.0815,18.0701,"PM10"
1853,2015,2020,-63.13667,46.233,"PM25"
1854,2013,2013,-63.48075485,44.71979904,"PM25"
1855,2018,2020,-63.527207,44.6834545,"PM25"
1856,2016,2017,-63.542599,44.67111133,"PM25"
1857,2015,2015,-63.57366,44.64711,"PM25"
1858,2013,2013,-63.57400131,44.64699936,"PM10"
1859,2016,2020,-63.98763,46.47843,"PM25"
1860,2016,2020,-64.47743,45.06725,"PM25"
1861,2011,2011,-64.648889,10.144444,"PM25"
1862,2013,2013,-64.78961945,46.10161972,"PM25"
1863,2015,2020,-64.789661,46.101578,"PM25"
1864,2013,2013,-64.84033203,45.07266998,"PM25"
1865,2015,2020,-64.84033,45.07267,"PM25"
1866,2020,2020,-65.520487,47.025671,"PM25"
1867,2013,2013,-65.63350677,47.60969162,"PM25"
1868,2015,2020,-65.633509,47.609693,"PM25"
1869,2015,2015,-66.02251467,45.29342,"PM25"
1870,2013,2013,-66.03690147,45.28328991,"PM10"
1871,2016,2020,-66.03690225,45.2832895,"PM25"
1872,2018,2018,-66.04818633,45.28064667,"PM25"
1873,2018,2018,-66.10572,18.46633,"PM25"
1874,2010,2021,-66.14168262,18.43120758,"PM10"
1875,2014,2014,-66.17471313,-17.38667107,"PM10"
1876,2010,2021,-66.62724916,18.00955831,"PM10"
1877,2018,2020,-66.645236,45.957289,"PM25"
1878,2013,2013,-66.646698,45.95750046,"PM25"
1879,2015,2016,-66.646719,45.957318,"PM25"
1880,2012,2012,-66.83127594,10.48274326,"PM10"
1881,2011,2011,-66.85211945,10.4922142,"PM10"
1882,2016,2020,-66.910306,52.945487,"PM25"
1883,2013,2013,-67.07403564,45.08691025,"PM25"
1884,2015,2020,-67.074036,45.086912,"PM25"
1885,2013,2013,-68.11929321,-16.48968887,"PM10"
1886,2018,2020,-68.322302,47.363195,"PM25"
1887,2017,2019,-68.522433,63.751619,"PM25"
1888,2013,2013,-68.70722198,47.73332977,"PM25"
1889,2015,2020,-68.70722,47.73333,"PM25"
1890,2019,2021,-69.3315015,18.4541411,"PM10"
1891,2010,2021,-69.786717,44.312319,"PM10"
1892,2019,2021,-69.8383703,18.4936515,"PM10"
1893,2019,2021,-69.92995874,18.48535995,"PM10"
1894,2010,2010,-7.01145,38.887631,"PM10"
1895,2014,2021,-7.0115,38.8876,"PM10"
1896,2018,2018,-7.124388889,33.62438889,"PM10"
1897,2016,2016,-7.130554,33.61897,"PM10"
1898,2018,2021,-7.1516,52.2471,"PM10"
1899,2010,2010,-7.175286,40.135281,"PM10"
1900,2013,2013,-7.196389,53.106944,"NO2"
1901,2013,2021,-7.1964,53.1069,"NO2"
1902,2013,2013,-7.268107,52.638799,"NO2"
1903,2014,2021,-7.2681,52.6388,"PM10"
1904,2014,2021,-7.2887,53.0361,"PM10"
1905,2013,2013,-7.301944,40.233056,"PM10"
1906,2013,2020,-7.3019,40.2331,"PM10"
1907,2010,2013,-7.329115,55.001225,"PM10"
1908,2013,2015,-7.3291,55.0012,"PM10"
1909,2016,2016,-7.33015,55.002,"PM10"
1910,2020,2020,-7.331179,55.002818,"PM10"
