"ID","start_year","end_year","longitude","latitude","pollutant"
7741,2013,2021,15.3197,63.8455,"PM10"
7742,2013,2021,15.3232,47.1357,"PM10"
7743,2013,2013,15.32361111,47.13555556,"PM10"
7744,2010,2010,15.325563,47.142223,"NO2"
7745,2010,2010,15.335577,63.848888,"PM10"
7746,2013,2021,15.3392,47.1131,"NO2"
7747,2010,2010,15.344486,50.81995,"PM10"
7748,2013,2013,15.34449009,50.81996931,"PM10"
7749,2014,2021,15.3445,50.82,"PM10"
7750,2013,2013,15.34582222,47.20639259,"PM10"
7751,2014,2018,15.3458,47.2064,"PM10"
7752,2014,2016,15.3459,57.1686,"PM10"
7753,2019,2019,15.3468,57.1685,"PM10"
7754,2010,2010,15.346955,47.205833,"PM10"
7755,2010,2010,15.347643,47.1159705,"PM10"
7756,2013,2013,15.34812222,47.11847778,"PM10"
7757,2014,2021,15.3511,47.1203,"PM10"
7758,2013,2013,15.3526308,50.43949945,"PM10"
7759,2010,2010,15.352642,50.439503,"PM10"
7760,2014,2021,15.3526,50.4395,"PM10"
7761,2016,2022,15.354,56.3083,"NO2"
7762,2013,2013,15.3866775,41.6308225,"PM10"
7763,2014,2021,15.3867,41.6308,"PM10"
7764,2010,2010,15.42647786,47.06476057,"PM10"
7765,2013,2013,15.431719,51.31763,"PM10"
7766,2010,2010,15.431735,51.317697,"PM10"
7767,2013,2020,15.4317,51.3176,"PM10"
7768,2013,2013,15.43215685,47.06507561,"PM10"
7769,2014,2016,15.4339,60.4845,"PM10"
7770,2014,2021,15.43826667,47.0646,"PM10"
7771,2013,2013,15.4408225,41.54667,"PM10"
7772,2014,2021,15.4408,41.5467,"PM10"
7773,2013,2013,15.471994,59.728151,"NO2"
7774,2013,2021,15.472,59.7282,"NO2"
7775,2010,2010,15.495011,46.873055,"NO2"
7776,2013,2013,15.49581667,46.87139444,"NO2"
7777,2014,2021,15.4958,46.8714,"PM10"
7778,2019,2020,15.5161,44.0211,"PM10"
7779,2013,2013,15.51887075,51.93978725,"PM10"
7780,2010,2020,15.5189,51.9398,"PM10"
7781,2010,2010,15.52537833,46.80990633,"PM10"
7782,2020,2020,15.5276,52.2454,"PM10"
7783,2017,2021,15.5283,40.487,"PM10"
7784,2016,2016,15.5283,50.8227,"PM10"
7785,2013,2013,15.52938611,46.80158889,"PM10"
7786,2014,2021,15.5406,46.7783,"PM10"
7787,2013,2013,15.54581667,48.370289,"NO2"
7788,2014,2021,15.5458,48.3703,"NO2"
7789,2010,2010,15.546679,48.371109,"NO2"
7790,2013,2013,15.54778667,41.45389333,"PM10"
7791,2014,2021,15.5478,41.4539,"PM10"
7792,2016,2021,15.5497,38.1863,"PM10"
7793,2010,2010,15.5575,50.778333,"NO2"
7794,2013,2021,15.5647,57.8108,"NO2"
7795,2016,2020,15.5651,45.4935,"NO2"
7796,2017,2017,15.5704,51.2632,"PM10"
7797,2020,2021,15.5797,49.9374,"NO2"
7798,2018,2020,15.5889,56.164,"PM10"
7799,2018,2020,15.5963,54.1793,"PM10"
7800,2020,2021,15.60075,49.397,"PM10"
7801,2014,2020,15.6098,44.8993,"PM10"
7802,2010,2010,15.609909,49.401669,"PM10"
7803,2013,2013,15.61023662,49.40159664,"PM10"
7804,2014,2019,15.6102,49.4016,"PM10"
7805,2010,2010,15.610461,50.613079,"PM10"
7806,2013,2013,15.61917733,48.40860667,"PM10"
7807,2014,2021,15.6192,48.4086,"PM10"
7808,2010,2010,15.62028,48.409447,"PM10"
7809,2014,2021,15.6204,48.2013,"PM10"
7810,2014,2022,15.621,56.2639,"NO2"
7811,2010,2010,15.6234568,48.2108342,"PM10"
7812,2015,2017,15.6246,58.4101,"PM10"
7813,2010,2010,15.625286,47.221111,"PM10"
7814,2013,2013,15.6272835,48.2069,"PM10"
7815,2013,2013,15.628322,47.217216,"PM10"
7816,2015,2015,15.62835,47.21645,"PM10"
7817,2014,2014,15.6283,47.2172,"PM10"
7818,2016,2021,15.6284,47.2157,"PM10"
7819,2020,2020,15.6286,58.41065,"PM10"
7820,2013,2013,15.6294,60.6082995,"NO2"
7821,2014,2018,15.6294,60.6083,"NO2"
7822,2013,2013,15.6305175,58.4109825,"PM10"
7823,2014,2019,15.6305,58.411,"PM10"
7824,2019,2020,15.63165,60.6081,"NO2"
7825,2016,2017,15.6324,60.60806667,"PM10"
7826,2013,2021,15.6325,48.2116,"PM10"
7827,2015,2016,15.6346,57.9876,"PM10"
7828,2014,2020,15.6387,46.56365,"PM10"
7829,2010,2010,15.6419445,38.1054155,"NO2"
7830,2015,2021,15.642,38.10545,"PM10"
7831,2013,2013,15.6430585,46.56209033,"PM10"
7832,2010,2010,15.64923875,46.56201025,"PM10"
7833,2015,2021,15.64,40.9841,"PM10"
7834,2015,2020,15.6606,46.1691,"PM10"
7835,2010,2010,15.668333,51.012222,"NO2"
7836,2010,2010,15.673061,47.604721,"PM10"
7837,2013,2013,15.67307037,47.60471481,"PM10"
7838,2014,2021,15.6731,47.6047,"PM10"
7839,2010,2010,15.678769,50.861875,"PM10"
7840,2013,2013,15.678774,50.86186867,"PM10"
7841,2014,2014,15.7009,50.8712,"PM10"
7842,2019,2019,15.7082,51.8087,"PM10"
7843,2010,2010,15.722777,41.066387,"PM10"
7844,2015,2020,15.73325,50.8923,"PM10"
7845,2013,2013,15.739711,50.7363945,"NO2"
7846,2010,2010,15.739722,50.736389,"NO2"
7847,2014,2017,15.7397,50.7364,"NO2"
7848,2013,2013,15.74694444,48.35333333,"PM10"
7849,2010,2010,15.746956,48.353333,"PM10"
7850,2013,2020,15.7469,48.3533,"PM10"
7851,2013,2013,15.747383,51.515908,"PM10"
7852,2013,2013,15.7474,51.5159,"PM10"
7853,2014,2021,15.75145,50.0331,"PM10"
7854,2015,2021,15.75515,41.05655,"PM10"
7855,2013,2013,15.75549696,50.03008687,"PM10"
7856,2010,2010,15.757516,50.0285765,"PM10"
7857,2010,2010,15.785278,41.047779,"NO2"
7858,2010,2010,15.8189585,40.63659775,"PM10"
7859,2015,2021,15.81905,40.6366,"PM10"
7860,2013,2013,15.83852344,50.35420957,"PM10"
7861,2010,2010,15.838536,50.35421,"PM10"
7862,2014,2021,15.8385,50.3542,"PM10"
7863,2010,2010,15.846375,50.195366,"PM10"
7864,2010,2010,15.85009,50.66044,"NO2"
7865,2010,2010,15.850475,50.061539,"PM10"
7866,2013,2013,15.85048279,50.0615259,"PM10"
7867,2014,2021,15.8505,50.0615,"PM10"
7868,2013,2013,15.8511026,50.20566082,"PM10"
7869,2014,2021,15.8517,50.20695,"PM10"
7870,2010,2010,15.854726,47.670002,"NO2"
7871,2021,2021,15.8578,48.331,"PM10"
7872,2010,2010,15.859731,48.331667,"PM10"
7873,2013,2013,15.86027778,47.67027778,"NO2"
7874,2013,2021,15.8603,47.6703,"NO2"
7875,2010,2010,15.865778,49.223442,"PM10"
7876,2013,2013,15.86578532,49.22342542,"PM10"
7877,2014,2021,15.8658,49.2234,"PM10"
7878,2021,2021,15.8664,44.8077,"PM10"
7879,2010,2010,15.881958,47.348053,"PM10"
7880,2013,2013,15.882222,47.34806,"PM10"
7881,2013,2021,15.8822,47.3481,"PM10"
7882,2015,2021,15.8909,40.3244,"PM10"
7883,2015,2021,15.8914,40.2884,"PM10"
7884,2010,2010,15.893956,50.581815,"PM10"
7885,2013,2013,15.89397809,50.58180691,"PM10"
7886,2010,2010,15.89485,51.685,"NO2"
7887,2013,2013,15.894901,51.684959,"NO2"
7888,2013,2013,15.8949,51.685,"NO2"
7889,2014,2014,15.894,50.5818,"PM10"
7890,2015,2015,15.89895,50.57385,"PM10"
7891,2013,2013,15.90361111,48.33111111,"PM25"
7892,2016,2021,15.9039,50.5659,"PM10"
7893,2010,2010,15.904722,40.313889,"PM10"
7894,2013,2021,15.9071,48.3451,"PM25"
7895,2010,2010,15.9179998,41.6342768,"PM10"
7896,2013,2013,15.91832,41.637565,"PM10"
7897,2013,2021,15.9189,48.1051,"NO2"
7898,2013,2013,15.91944444,48.1061111,"NO2"
7899,2010,2010,15.919448,48.10611,"NO2"
7900,2013,2013,15.9202945,51.1239,"PM10"
7901,2014,2019,15.9203,51.1239,"PM10"
7902,2014,2021,15.9272,41.6468,"PM10"
7903,2013,2013,15.935,48.27638889,"PM10"
7904,2013,2020,15.935,48.2764,"PM10"
7905,2010,2010,15.936114,48.276665,"PM10"
7906,2013,2021,15.936,48.7212,"PM10"
7907,2014,2021,15.9419,48.5283,"PM10"
7908,2020,2021,15.941,49.5646,"PM10"
7909,2013,2013,15.94222222,48.72111111,"PM10"
7910,2010,2010,15.94223,48.721111,"PM10"
7911,2013,2013,15.94233889,48.52859444,"PM10"
7912,2010,2010,15.942786,48.528889,"PM10"
7913,2013,2013,15.945,41.66528,"PM10"
7914,2015,2021,15.9548,40.3156,"PM10"
7915,2013,2013,15.956111,46.7675,"NO2"
7916,2013,2021,15.9563,46.7672,"PM10"
7917,2010,2010,15.956672,46.752777,"PM10"
7918,2010,2010,15.966667,48.322222,"PM10"
7919,2021,2021,15.9667,48.3222,"PM10"
7920,2010,2010,15.96824633,48.31212867,"PM10"
7921,2013,2013,15.971868,47.28287333,"PM10"
7922,2010,2010,15.971944,47.282776,"PM10"
7923,2014,2021,15.9719,47.2829,"PM10"
7924,2014,2020,15.98633333,45.79986667,"PM10"
7925,2013,2013,15.98730972,45.79556806,"PM10"
7926,2019,2020,15.9891,60.2814,"PM10"
7927,2010,2010,15.9903205,45.7849735,"PM10"
7928,2013,2019,15.9922,59.5139,"PM10"
7929,2014,2017,15.9988,49.37655,"PM10"
7930,2019,2019,150.260666,-30.981876,"PM10"
7931,2014,2014,150.8295187,-34.4900321,"PM10"
7932,2019,2019,150.8296417,-34.48976267,"PM10"
7933,2013,2016,150.8296773,-34.48977433,"PM10"
7934,2014,2014,150.8831235,-33.90439932,"PM10"
7935,2013,2016,150.883273,-33.90415413,"PM10"
7936,2013,2016,150.885706,-32.271594,"PM10"
7937,2014,2014,150.885817,-32.271593,"PM10"
7938,2019,2019,150.885928,-32.27159,"PM10"
7939,2019,2019,150.8910799,-33.91265513,"PM10"
7940,2019,2019,150.914496,-31.109909,"PM10"
7941,2014,2014,150.91541,-31.1088375,"PM10"
7942,2013,2016,150.91541,-31.108839,"PM10"
7943,2014,2014,151.0515747,-32.43379593,"PM25"
7944,2015,2016,151.1538,-23.8199,"PM10"
7945,2019,2019,151.176881,-32.557485,"PM10"
7946,2013,2016,151.176929,-32.557395,"PM10"
7947,2014,2014,151.1769365,-32.557449,"PM10"
7948,2014,2014,151.2369265,-23.86059973,"PM10"
7949,2019,2019,151.2808667,-23.8912,"PM10"
7950,2013,2019,151.432414,-33.278966,"PM10"
7951,2014,2014,151.4324235,-33.278965,"PM10"
7952,2014,2014,151.4324951,-33.2788887,"PM25"
7953,2015,2016,151.5934,-27.3713,"PM10"
7954,2015,2016,151.62272,-24.56632,"PM10"
7955,2019,2019,151.661658,-30.50845,"PM10"
7956,2014,2014,151.6958364,-32.87564723,"PM25"
7957,2014,2014,151.6969517,-32.87411783,"PM10"
7958,2013,2019,151.6969547,-32.874116,"PM10"
7959,2015,2016,151.7277975,-32.88651633,"PM10"
7960,2019,2019,152.7739,-27.6529,"PM10"
7961,2015,2016,152.7741,-27.6528,"PM10"
7962,2014,2014,153.0280695,-27.42079107,"PM10"
7963,2016,2016,153.0761714,-27.38201429,"PM10"
7964,2015,2015,153.0779111,-27.39892222,"PM10"
7965,2019,2019,153.078875,-27.513825,"PM10"
7966,2019,2019,153.1044,-26.6917,"PM10"
7967,2015,2016,153.1538,-27.43375,"PM10"
7968,2019,2019,153.4024,-27.9612,"PM10"
7969,2020,2020,16.0007,59.5104,"NO2"
7970,2010,2010,16.020899,49.350254,"PM10"
7971,2013,2013,16.03419743,49.73508877,"PM10"
7972,2010,2010,16.034197,49.735088,"PM10"
7973,2014,2021,16.0342,49.7351,"PM10"
7974,2020,2020,16.0351,50.7881,"PM10"
7975,2010,2010,16.040817,51.664519,"NO2"
7976,2013,2013,16.06012175,48.84296513,"PM10"
7977,2010,2010,16.060127,48.842957,"PM10"
7978,2014,2021,16.0601,48.843,"PM10"
7979,2014,2021,16.0625,48.3294,"PM10"
7980,2013,2013,16.0625,48.32943,"PM10"
7981,2013,2013,16.064242,51.6690676,"PM10"
7982,2010,2010,16.067228,51.70211,"NO2"
7983,2013,2013,16.067231,51.702092,"NO2"
7984,2015,2020,16.0683,45.7148,"PM25"
7985,2010,2010,16.070002,38.400833,"NO2"
7986,2015,2021,16.0702,38.3999,"PM10"
7987,2010,2010,16.074722,51.502499,"PM10"
7988,2014,2020,16.0751,51.5024,"PM10"
7989,2010,2010,16.078901,47.046944,"PM10"
7990,2013,2013,16.07895867,47.047248,"PM10"
7991,2014,2021,16.0791,47.0473,"PM10"
7992,2013,2013,16.08581145,48.8813701,"PM10"
7993,2010,2010,16.085817,48.881355,"PM10"
7994,2014,2021,16.0858,48.8814,"PM10"
7995,2015,2021,16.08925,38.6702,"PM10"
7996,2020,2020,16.0893,53.7557,"PM10"
7997,2014,2014,16.092,51.65705,"PM10"
7998,2018,2021,16.0975,40.364,"PM10"
7999,2015,2020,16.0978,51.657,"PM10"
8000,2013,2013,16.09861043,49.38359889,"PM10"
8001,2010,2010,16.098618,49.383602,"PM10"
8002,2014,2021,16.0986,49.3836,"PM10"
8003,2013,2013,16.10565033,51.50602333,"PM10"
8004,2010,2010,16.13446,49.095581,"PM10"
8005,2013,2013,16.1419015,52.316714,"PM10"
8006,2014,2020,16.1419,52.3167,"PM10"
8007,2014,2021,16.1434,48.1955,"NO2"
8008,2013,2013,16.143506,48.1956675,"NO2"
8009,2018,2021,16.1474,40.6205,"PM10"
8010,2016,2018,16.1483,46.942,"PM10"
8011,2010,2010,16.148625,48.282222,"NO2"
8012,2013,2013,16.15785167,51.19900733,"PM10"
8013,2010,2010,16.1598418,51.1979896,"PM10"
8014,2018,2020,16.1642,46.6581,"PM10"
8015,2010,2010,16.166688,51.513357,"PM10"
8016,2013,2013,16.166761,51.513299,"PM10"
8017,2010,2010,16.175564,48.207222,"PM10"
8018,2010,2010,16.177776,58.588886,"PM10"
8019,2014,2018,16.1805,51.2045,"PM10"
8020,2019,2020,16.18215,51.2063,"PM10"
8021,2013,2013,16.18221467,48.38528467,"PM10"
8022,2014,2021,16.1822,48.3853,"PM10"
8023,2014,2018,16.18285,54.2006,"PM10"
8024,2020,2020,16.18465,58.5918,"PM10"
8025,2013,2013,16.1849432,54.2018976,"PM10"
8026,2010,2010,16.18624867,54.20269533,"PM10"
8027,2016,2016,16.1883,51.4065,"PM10"
8028,2013,2013,16.1888286,58.59147,"PM10"
8029,2014,2019,16.1894,58.59223333,"PM10"
8030,2019,2020,16.19246667,54.19843333,"PM10"
8031,2010,2010,16.193064,47.304167,"PM10"
8032,2013,2013,16.19343333,46.65158667,"PM10"
8033,2015,2021,16.194,39.7138,"PM10"
8034,2010,2010,16.19611,46.6525,"PM10"
8035,2014,2020,16.1968,46.6518,"PM10"
8036,2019,2019,16.2023,51.0492,"PM10"
8037,2010,2010,16.205557,39.714169,"PM10"
8038,2013,2013,16.20578867,47.959178,"PM10"
8039,2014,2021,16.2057,47.9592,"PM10"
8040,2010,2010,16.206951,47.959999,"PM10"
8041,2014,2021,16.2079,47.3399,"PM10"
8042,2013,2013,16.20802,47.33957333,"PM10"
8043,2010,2010,16.21446,48.38833,"PM10"
8044,2016,2016,16.2273,59.615,"PM10"
8045,2015,2021,16.2314,39.075,"PM10"
8046,2015,2021,16.2345,38.3909,"PM10"
8047,2017,2017,16.2385,50.4471,"PM10"
8048,2015,2021,16.2433,39.3389,"PM10"
8049,2010,2010,16.244148,51.522599,"PM10"
8050,2015,2021,16.2452,39.3134,"PM10"
8051,2010,2010,16.245556,39.314167,"NO2"
8052,2013,2013,16.24917033,51.51586867,"PM10"
8053,2010,2010,16.251111,50.8025,"PM10"
8054,2010,2010,16.25171,51.512505,"PM10"
8055,2013,2013,16.2541055,50.8041945,"PM10"
8056,2014,2020,16.2541,50.8042,"PM10"
8057,2010,2010,16.255003,47.814167,"PM10"
8058,2015,2021,16.2552,38.2298,"PM10"
8059,2013,2013,16.255,47.81417778,"PM10"
8060,2014,2021,16.255,47.8142,"PM10"
8061,2010,2010,16.258333,38.237221,"PM10"
8062,2013,2013,16.26822569,50.17238845,"PM10"
8063,2010,2010,16.268238,50.172382,"PM10"
8064,2014,2021,16.2682,50.1724,"PM10"
8065,2010,2010,16.269675,50.768758,"PM25"
8066,2013,2013,16.26968467,50.76871933,"PM10"
8067,2014,2020,16.2697,50.7687,"PM10"
8068,2013,2013,16.286105,41.316685,"NO2"
8069,2014,2021,16.2861,41.3167,"PM10"
8070,2010,2010,16.291666,41.231667,"PM10"
8071,2013,2013,16.29168,41.23168,"PM10"
8072,2014,2021,16.2917,41.2317,"PM10"
8073,2015,2021,16.2952,38.9596,"PM10"
8074,2013,2013,16.3022222,48.0861111,"PM10"
8075,2010,2010,16.302244,48.086109,"PM10"
8076,2013,2013,16.31395,48.30246,"NO2"
8077,2010,2010,16.3155615,48.304165,"PM10"
8078,2014,2021,16.3156,48.0852,"PM10"
8079,2010,2010,16.317501,51.799721,"PM10"
8080,2014,2020,16.3175,51.7997,"PM10"
8081,2013,2013,16.3175,51.79971467,"PM10"
8082,2013,2013,16.31899043,48.29946055,"PM10"
8083,2014,2021,16.3209,48.30535,"PM10"
8084,2013,2020,16.3212,62.2809,"NO2"
8085,2014,2015,16.3225,58.4785,"PM10"
8086,2013,2021,16.3227,50.3506,"PM10"
8087,2013,2013,16.32440667,48.08441333,"PM10"
8088,2010,2010,16.330278,48.083889,"PM10"
8089,2013,2013,16.331444,48.12485,"NO2"
8090,2014,2021,16.3315,48.1247,"NO2"
8091,2010,2010,16.331682,48.125,"PM10"
8092,2020,2021,16.3336,56.6642,"PM10"
8093,2013,2013,16.33721481,48.08332222,"PM10"
8094,2010,2010,16.337223,48.083332,"PM10"
8095,2014,2021,16.3372,48.0833,"PM10"
8096,2014,2021,16.33868,48.14121,"PM10"
8097,2016,2020,16.3638,46.2829,"NO2"
8098,2013,2013,16.36825786,48.18160025,"PM10"
8099,2010,2010,16.37701453,48.20073866,"PM10"
8100,2010,2010,16.383461,50.328011,"PM10"
8101,2015,2021,16.3868,39.4896,"PM10"
8102,2010,2010,16.388356,45.458125,"PM10"
8103,2013,2013,16.38837778,45.4581125,"PM10"
8104,2014,2020,16.3884,45.4581,"PM10"
8105,2019,2019,16.3933,50.4026,"PM10"
8106,2013,2013,16.42211532,49.9803691,"PM10"
8107,2010,2010,16.422121,49.980354,"PM10"
8108,2014,2021,16.4221,49.9804,"PM10"
8109,2014,2021,16.4311,48.0857,"PM10"
8110,2013,2013,16.43221667,48.08590556,"PM10"
8111,2010,2010,16.433332,48.086109,"PM10"
8112,2014,2020,16.435,43.5481,"NO2"
8113,2014,2020,16.4493,43.5107,"PM10"
8114,2015,2015,16.4768,50.8445,"PM10"
8115,2013,2013,16.48259775,48.98669489,"PM10"
8116,2013,2013,16.4867015,50.842382,"PM10"
8117,2014,2016,16.4867,50.8424,"PM10"
8118,2010,2010,16.48685633,48.14694433,"PM10"
8119,2013,2013,16.48911067,48.145,"PM10"
8120,2017,2020,16.494,50.8444,"PM10"
8121,2015,2021,16.4962,40.4858,"NO2"
8122,2019,2020,16.4982,50.5815,"PM10"
8123,2010,2010,16.500834,40.484722,"PM10"
8124,2015,2022,16.5065,60.8148,"NO2"
8125,2018,2018,16.5106,59.3684,"PM10"
8126,2016,2016,16.5131,50.4158,"PM10"
8127,2013,2013,16.514411,50.579907,"PM10"
8128,2010,2010,16.514422,50.579936,"NO2"
8129,2014,2018,16.5144,50.5799,"PM10"
8130,2010,2010,16.522228,48.392223,"PM10"
8131,2013,2013,16.52233331,48.39256111,"NO2"
8132,2014,2021,16.522,48.3929,"NO2"
8133,2014,2021,16.5262,47.8401,"PM10"
8134,2010,2010,16.526674,47.84,"PM10"
8135,2013,2013,16.527688,47.84002,"PM10"
8136,2018,2021,16.5374,68.7922,"PM10"
8137,2010,2010,16.539728,59.608608,"PM10"
8138,2015,2021,16.5468,39.6518,"PM10"
8139,2010,2010,16.546944,40.686668,"PM10"
8140,2015,2021,16.5471,40.6867,"NO2"
8141,2015,2021,16.5484,40.4204,"NO2"
8142,2017,2020,16.5505,59.6099,"PM10"
8143,2015,2016,16.5539,59.6114,"PM10"
8144,2010,2010,16.560278,40.827778,"PM10"
8145,2013,2013,16.56028667,40.82778667,"PM10"
8146,2014,2021,16.5603,40.8278,"PM10"
8147,2010,2010,16.574722,51.847778,"PM10"
8148,2013,2013,16.57500533,47.69192933,"PM10"
8149,2010,2010,16.575008,47.691944,"PM10"
8150,2014,2020,16.575,47.6919,"PM10"
8151,2014,2021,16.5788,48.5783,"PM10"
8152,2013,2013,16.5796778,48.57845555,"PM10"
8153,2010,2010,16.58057,48.578609,"PM10"
8154,2010,2010,16.5834715,41.202362,"PM10"
8155,2015,2021,16.59375,38.89365,"PM10"
8156,2020,2020,16.5976,51.1662,"PM10"
8157,2013,2013,16.605022,51.8404805,"PM10"
8158,2013,2013,16.605,41.20028533,"PM10"
8159,2014,2021,16.605,41.2003,"PM10"
8160,2014,2020,16.605,51.8405,"PM10"
8161,2019,2019,16.61751818,49.20000909,"PM10"
8162,2020,2021,16.61830833,49.199075,"PM10"
8163,2014,2014,16.61888,49.20436,"PM10"
8164,2015,2018,16.62873333,49.20583333,"PM10"
8165,2010,2010,16.62874867,49.19178233,"PM10"
8166,2013,2013,16.63331724,49.19670059,"PM10"
8167,2013,2013,16.63638889,48.23083333,"PM25"
8168,2013,2021,16.6364,48.2308,"PM10"
8169,2010,2010,16.636948,48.236668,"PM10"
8170,2013,2018,16.6389,57.7587,"PM10"
8171,2010,2010,16.645917,52.467403,"PM10"
8172,2013,2020,16.6459,52.4674,"PM10"
8173,2016,2018,16.6472,47.4653,"PM10"
8174,2010,2010,16.64805,50.732817,"NO2"
8175,2013,2013,16.64806667,50.73281133,"PM10"
8176,2014,2020,16.6481,50.7328,"PM10"
8177,2013,2013,16.65180138,49.75811433,"PM10"
8178,2010,2010,16.651802,49.758121,"PM10"
8179,2014,2014,16.6518,49.7581,"PM10"
8180,2010,2010,16.653614,50.433522,"PM10"
8181,2013,2013,16.65368,50.4334965,"PM10"
8182,2014,2020,16.6537,50.4335,"PM10"
8183,2015,2015,16.65925,49.75855,"PM10"
8184,2016,2021,16.6667,49.759,"PM10"
8185,2015,2021,16.6692,38.8705,"PM10"
8186,2013,2013,16.67528533,48.05018533,"PM10"
8187,2014,2021,16.6753,48.05,"PM10"
8188,2010,2010,16.676674,48.050831,"PM10"
8189,2010,2010,16.69719833,53.708725,"PM10"
8190,2015,2020,16.69855,53.7055,"PM10"
8191,2013,2013,16.70067687,53.70462625,"PM10"
8192,2014,2014,16.7014,53.70433333,"PM10"
8193,2016,2020,16.71,44.97,"PM10"
8194,2010,2010,16.724497,48.791767,"PM10"
8195,2018,2021,16.7245,48.7918,"PM10"
8196,2013,2013,16.72943,48.33471333,"PM10"
8197,2014,2021,16.7294,48.3347,"PM10"
8198,2010,2010,16.73057,48.334721,"PM10"
8199,2010,2010,16.759572,53.154409,"PM10"
8200,2013,2013,16.75958133,53.15440533,"PM10"
8201,2014,2020,16.7596,53.1544,"PM10"
8202,2013,2013,16.7663925,47.770285,"PM10"
8203,2010,2010,16.766403,47.77,"PM10"
8204,2014,2021,16.7664,47.7703,"PM10"
8205,2013,2021,16.77695,41.1111,"PM10"
8206,2013,2020,16.7807,45.4791,"PM10"
8207,2014,2021,16.7817,41.0872,"PM10"
8208,2013,2013,16.7847325,41.100825,"PM10"
8209,2010,2010,16.785578,45.479168,"PM10"
8210,2010,2010,16.78768533,41.10759267,"PM10"
8211,2013,2013,16.81979067,50.59231667,"PM10"
8212,2010,2010,16.819822,50.592333,"NO2"
8213,2014,2020,16.8198,50.5923,"PM10"
8214,2013,2013,16.838894,47.671944,"PM10"
8215,2010,2010,16.838896,47.671947,"PM10"
8216,2013,2020,16.8389,47.6719,"PM10"
8217,2013,2013,16.86594821,41.10886107,"PM10"
8218,2014,2021,16.86644,41.10982,"PM10"
8219,2010,2010,16.86813136,41.10555391,"PM10"
8220,2018,2018,16.8899,50.3419,"PM10"
8221,2014,2018,16.91785,52.417675,"PM10"
8222,2010,2010,16.918404,52.409247,"PM10"
8223,2013,2013,16.91971333,40.95332,"PM10"
8224,2014,2021,16.9197,40.9533,"PM10"
8225,2013,2013,16.92489017,52.41301642,"PM10"
8226,2018,2021,16.9258,49.7479,"PM10"
8227,2019,2020,16.934,52.41248,"PM10"
8228,2013,2013,16.9371,51.5417,"PM10"
8229,2014,2021,16.9579,48.1442,"PM10"
8230,2013,2013,16.95892933,48.143808,"PM10"
8231,2010,2010,16.960773,49.931965,"PM10"
8232,2013,2013,16.96078216,49.93197596,"PM10"
8233,2014,2020,16.9608,49.932,"PM10"
8234,2010,2010,16.961123,48.14389,"PM10"
8235,2019,2021,16.9785,49.9716,"PM10"
8236,2013,2013,16.9796119,49.28098195,"PM10"
8237,2010,2010,16.979622,49.280964,"PM10"
8238,2014,2021,16.9796,49.281,"PM10"
8239,2018,2020,16.9997,52.4493,"PM10"
8240,2012,2012,167.8038788,-45.09819794,"PM10"
8241,2012,2012,168.353775,-46.41318512,"PM10"
8242,2014,2019,168.5443542,-46.22857386,"PM10"
8243,2020,2020,168.654798,-46.26906864,"PM10"
8244,2012,2012,168.945816,-46.09880066,"PM10"
8245,2012,2012,169.3487854,-45.2163887,"PM10"
8246,2017,2017,169.6378284,-45.53143804,"PM10"
8247,2019,2020,169.6576225,-45.47153438,"PM10"
8248,2014,2016,169.668761,-45.56621794,"PM10"
8249,2018,2018,169.6693144,-45.56671031,"PM10"
8250,2021,2021,17.001,43.8225,"PM10"
8251,2020,2021,17.0097,49.9557,"PM10"
8252,2015,2021,17.0103,39.1875,"PM10"
8253,2010,2010,17.01945,48.4375,"PM10"
8254,2014,2021,17.019,48.4369,"PM10"
8255,2013,2013,17.03340778,51.09771211,"PM10"
8256,2010,2010,17.03453733,54.46380533,"PM10"
8257,2015,2015,17.0387,54.4696,"PM10"
8258,2013,2013,17.04671467,54.46360733,"PM10"
8259,2014,2020,17.0467,54.4636,"PM10"
8260,2010,2010,17.0553022,51.108183,"PM10"
8261,2014,2020,17.05702,51.1025,"PM10"
8262,2013,2013,17.07027778,48.10916667,"PM10"
8263,2013,2021,17.0703,48.1092,"PM10"
8264,2013,2013,17.07071746,49.06873282,"PM10"
8265,2010,2010,17.070726,49.068748,"PM10"
8266,2014,2021,17.0707,49.0687,"PM10"
8267,2010,2010,17.071392,48.109444,"PM10"
8268,2013,2013,17.074114,52.276794,"NO2"
8269,2013,2020,17.0741,52.2768,"PM10"
8270,2010,2010,17.114167,39.081667,"PM10"
8271,2015,2021,17.1142,39.0681,"PM10"
8272,2013,2013,17.11471704,49.46787145,"PM10"
8273,2010,2010,17.114725,49.467857,"PM10"
8274,2014,2021,17.1147,49.4679,"PM10"
8275,2014,2021,17.1158,40.5919,"PM10"
8276,2013,2020,17.11855,48.14895,"PM10"
8277,2010,2010,17.12172067,48.15338067,"PM10"
8278,2015,2021,17.1229,39.0797,"PM10"
8279,2021,2021,17.12644,48.16142,"PM10"
8280,2020,2021,17.1314,48.8573,"PM10"
8281,2017,2017,17.14395,60.67215,"PM10"
8282,2013,2013,17.14711,60.6715245,"PM10"
8283,2014,2020,17.1471,60.6715,"PM10"
8284,2014,2021,17.18845,40.5443,"PM10"
8285,2013,2013,17.19018491,50.24223045,"PM10"
8286,2010,2010,17.19018,50.242237,"PM10"
8287,2014,2021,17.1902,50.2422,"PM10"
